Object ID,Department,AccessionYear,Object Name,Title,Culture,Artist Role,Artist Display Bio,Artist Alpha Sort,Object Date,City,Country,Classification,Link Resource,Tags
344365,Drawings and Prints,1926.0,Book,Abuze en Court and Le Doctrinal du Temps Présent,,Publisher, ,Association Guillaume le Roy,ca. 1926 [reproducing ca. 1484 original],Lyon,,Books,http://www.metmuseum.org/art/collection/search/344365,
789050,Arms and Armor,2018.0,Flintlock Wender Pistol,Flintlock Wender Pistol,"French, Lyon",Gunsmith,"French, active Lyon, ca. 1640–60","Cunet, Claude",ca. 1650,Lyon,,Firearms-Pistols-Flintlock,http://www.metmuseum.org/art/collection/search/789050,
432623,Drawings and Prints,1933.0,Print collection ornament & architecture,"Altar with Christ in Glory above, bound in Oeuvres. Vol. III",,Artist|Publisher,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris","Le Pautre, Jean|Mariette, Pierre le fils",17th century,Paris,,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/432623,
788996,Drawings and Prints,1917.0,Print,"Plate 22, from ""World in Miniature""",,Artist|Publisher,"British, London 1757–1827 London|British, active 1794–1829","Rowlandson, Thomas|Ackermann, Rudolph",1816,London,,Prints,http://www.metmuseum.org/art/collection/search/788996,Castles|Men|Women|Horses|Carriages
7373,The American Wing,1969.0,Vegetable dish,Vegetable Dish,American,Maker,1863–1922,Union Porcelain Works ,1885,Brooklyn,United States,,http://www.metmuseum.org/art/collection/search/7373,
345037,Drawings and Prints,1925.0,Book,Della puritá della conscientia & deli modo da confessari,,Author,"Italian, 1225–1274","Aquinas, Thomas","August 14, 1512",Florence,,Books,http://www.metmuseum.org/art/collection/search/345037,
16977,The American Wing,2012.0,Dining table,Drop-leaf dining table,American,Maker,1732–1809,"Townsend, John",1756,Newport,United States,,http://www.metmuseum.org/art/collection/search/16977,
430642,Drawings and Prints,1963.0,Print,"The First Four Trombones, from The Apocalypse",,Artist|Publisher,"German, Augsburg 1473–1531 Augsburg|German, active Augsburg, 1513–40","Burgkmair, Hans|Otmar, Silvan",1523–24,Augsburg,,Prints,http://www.metmuseum.org/art/collection/search/430642,Trombones|Apocalypse
361861,Drawings and Prints,1995.0,Book,The History of Japan: Giving an Account of the Antient [sic] and Present State and Government of That Empire...,,Translator|Printer|Engraver|Engraver|Engraver|Publisher|Designer|Dedicatee|Publisher|Author,"British (born Switzerland), Zürich 1702–1729 Chelsea|London|British, active 1732–49|British, active 1768–1773|British, London 1696–1776 London|British (born Switzerland), Zürich 1702–1729 Chelsea|British (born Switzerland), Zürich 1702–1729 Chelsea|Hanover 1683–1760 London|London|German, Lemgo, Westphalia 1651–1716 Lemgo, Westphalia","Scheuchzer, John Gaspar|Woodward, Thomas|King, G.|Moore, C.|Vandergucht, Gerard|Scheuchzer, John Gaspar|Scheuchzer, John Gaspar|George II, King of Great Britain and Ireland|Davis, Charles|Kaempfer, Engelbert",1728,London,,Books,http://www.metmuseum.org/art/collection/search/361861,
1476,The American Wing,1933.0,Caster,Caster,American,Maker,1733–1787,"Nelson, Mark",1750–70,Portsmouth,United States,,http://www.metmuseum.org/art/collection/search/1476,
6657,The American Wing,1940.0,Porringer,Porringer,American,Maker,ca. 1768–1813,"Billings, William",1791–1806,Providence,United States,,http://www.metmuseum.org/art/collection/search/6657,
845711,The Libraries,,,"A catalogue of the library of the late John, Duke of Roxburghe : arranged by G. and W. Nicol ; which will be sold by auction ... on Monday, 18th May, 1812, and the forty-one following days, Sundays excepted ... by Robert H. Evans",,Subject of book|Author|Publisher|Printer," |British, 1778–1857|London|London","Roxburghe, John Ker|Evans, Robert Harding|Nicol, G. and W.|Bulmer, William & Co.",1812,London,England,,http://www.metmuseum.org/art/collection/search/845711,
435325,Drawings and Prints,1918.0,Print collection ornament & architecture,"Frieze with a flying female figure amidst rinceaux, from Frises et différents ornements à l'italienne, plate 2, in A Bound Collection of Print Series Including Cheminées et Lambris, Alcoves à la Romaine, Feuillages et autres ornemens..., etc.",,Artist|Publisher|Publisher,"French, Paris 1618–1682 Paris|French, 1712–1784|French, Paris 1634–1716 Paris","Le Pautre, Jean|Jombert, Charles Antoine|Mariette, Pierre le fils",1751,Paris,,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/435325,
505461,Musical Instruments,1984,Violoncello,Violoncello,French,Maker,"French, Mirecourt 1798–1875 Paris",Vuillaume Jean Baptiste,mid-19th century,Paris,France,Chordophone-Lute-bowed-unfretted,http://www.metmuseum.org/art/collection/search/505461,
643642,Drawings and Prints,1948.0,Print,"Legislator in profile, bound in L'Oeuvre original de Vivant Denon. Collection de eaux-fortes, Volume 2",,Artist|Publisher,"French, Givry 1747–1825 Paris| ","Denon, Dominique Vivant Baron|Barrand, A.",1873,Paris,,Books,http://www.metmuseum.org/art/collection/search/643642,
668768,The American Wing,2022.0,Pitcher,Pitcher,American,Manufacturer,1876–1914,New England Pottery Company ,ca. 1886–90,East Boston,United States,,http://www.metmuseum.org/art/collection/search/668768,
344111,Drawings and Prints,1926.0,Book,Various Plates of Grotesques from Three Series,,Artist|Publisher|Engraver|Engraver,"Netherlandish, Antwerp before 1514–1575 Antwerp|Netherlandish, Antwerp ca. 1510–1570 Antwerp|Netherlandish, 1528/32–1605|Netherlandish, active 1554–72, died before 1589","Floris, Cornelis, II|Cock, Hieronymus|Doetecum, Johannes van I|Doetecum, Lucas van",1554–57,Antwerp,,Books,http://www.metmuseum.org/art/collection/search/344111,Grotesques|Ornament
371830,Drawings and Prints,1941.0,Book,"Architecture, ou, Art de bien bastir de Marc Vitruve Pollion, autheur romain antique; mis de latin en francoys par Ian Martin",,Author|Publisher|Translator|Illustrator|Publisher,"Roman, active late 1st century BCE|French, active 16th century|French, died 1553|French, ca. 1510–ca. 1565 Bologna (?)|French","Vitruvius, Marcus|Gazeau, Jacque|Martin, Jean|Goujon, Jean|Veuue & Heritiers of Jean Barbé",1547,Paris,,Books,http://www.metmuseum.org/art/collection/search/371830,
8084,The American Wing,1968.0,Table,Table,American,Maker,1824–1887,"Marcotte, Léon",ca. 1860,New York,United States,,http://www.metmuseum.org/art/collection/search/8084,
687920,Drawings and Prints,1922.0,Book ; periodical,"Les Artistes Anciens et Modernes, Volume X",,Artist|Publisher|Artist|Artist|Artist|Artist|Artist|Artist|Artist|Artist|Artist|Artist,"French, active 1860–73| |French, Caen 1807–1863 Paris|French, Paris 1820–1881 Paris|French (born Italy), Rome 1813–1873 Bourron-Marlotte|French, Paris 1831–1914|French, Toulouse 1813–1895 Bühl|French, Plombières-les-Bains 1814–1897 Plombières-les-Bains|French, Paris 1797–1871 Paris|French, Beauvais 1834–1904 Paris|French, Boulogne-sur-Mer 1820–1889 Paris|French, Besançon 1816–1885 Geneva","Mariani, Léon|Bertauts|Leroux, Eugène|Mouilleron, Adolphe|Nanteuil, Célestin|Didier, Jules|Bida, Alexandre|Français, François-Louis|Bertin, Edouard|Sirouy, Achille-Louis-Joseph|Hédouin, Edmond|Baron, Henri-Charles-Antoine",1848–62,Paris,,Books|Periodicals,http://www.metmuseum.org/art/collection/search/687920,
311552,"Arts of Africa, Oceania, and the Americas",1978.0,Spear,Spear,Asmat people,Artist, ,Jewer,mid-20th century,Omadesep village,Indonesia,Wood-Implements,http://www.metmuseum.org/art/collection/search/311552,Spears
659633,Drawings and Prints,1952.0,Print,"Centaures D'aprés un Basrelief antique, from Les Plus Beaux Monuments de Rome Ancienne ou Recueil des plus beaux Morceaux de l'Antiquité Romaine qui existent encore",,Artist|Publisher|Printer,"French, Viarmes 1718–1762 Rome|Rome| ","Barbault, Jean|Bouchard & Gravier|Giunchi Heritiers de Komarek",1761,Rome,,Prints,http://www.metmuseum.org/art/collection/search/659633,
32217,Arms and Armor,1932.0,Waist lame,Waist Lame,"German, Landshut",Armorer|Armorer,"German, Landshut, active ca. 1517–62|German, Landshut, recorded 1555–79","Grosschedel, Wolfgang|Grosschedel, Franz",ca. 1555–60,Landshut,,Armor Parts,http://www.metmuseum.org/art/collection/search/32217,
2851,The American Wing,1948.0,Cup and saucer,Cup and Saucer,German,Maker,"German, founded 1763",Koenigliche Porzellan Manufaktur,ca. 1844–47,Berlin,Germany,,http://www.metmuseum.org/art/collection/search/2851,
9335,The American Wing,1969.0,Vase,Vase,American,Manufacturer|Maker,1894–ca. 1911|active 1899–1910,"Grueby Faience Company |Erickson, Ruth",1899–1910,Boston,United States,,http://www.metmuseum.org/art/collection/search/9335,
427900,Drawings and Prints,1961.0,Prints Collection Ornament & Architecture,"Copy of Design for a Vase with Britannia, from Vasses de la Maison Royalle de L'oo",,Artist|Publisher,"French, Paris 1661–1752 The Hague| ","Marot, Daniel, the Elder|Benthemensus",after 1703,Amsterdam,,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/427900,
247,The American Wing,1968.0,Armchair,Armchair,American,Maker,1813–1893,"Jelliff, John",1868–70,Newark,United States,,http://www.metmuseum.org/art/collection/search/247,
3520,The American Wing,1946.0,Egg cup,Egg Cup,American,Maker, ,Adams and Company ,1870–80,Pittsburgh,United States,,http://www.metmuseum.org/art/collection/search/3520,
889362,The Libraries,,,Never forget / Yéil Ya-Tseen = Nicholas Galanin,,Publisher|Artist," |Tlingit and Unangax̂born, born Sitka, Alaska, 1979","Minor Matters Books|Galanin, Nicholas",2021,Seattle,United States,,http://www.metmuseum.org/art/collection/search/889362,
478980,Medieval Art,1949.0,Plaque,Plaque with the Crucifixion,French,Artist,"French, 1470–1542/43","Pénicaud, Nardon",late 15th–early 16th century,Limoges,France,Enamels-Painted,http://www.metmuseum.org/art/collection/search/478980,Christ|Crucifixion|Horses
373627,Drawings and Prints,1941.0,Book,L'architecture de Vitruve,,Translator|Publisher|Author,"French|French, 1780–1844|Roman, active late 1st century BCE","Maufras, Charles L.|Panckoucke, Charles Louis Fleury|Vitruvius, Marcus",1847,Paris,,Books,http://www.metmuseum.org/art/collection/search/373627,
659616,Drawings and Prints,1918.0,Books Prints Ornament & Architecture,"Esemplario di Lauori..., page 23 (recto)",,Designer|Publisher,"Italian, active 16th century|Italian, active Venice 1530–1573","Vavassore, Florio|Vavassore, Giovanni Andrea","August 1, 1532",Venice,,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/659616,
742605,Drawings and Prints,2016.0,Book Ornament & Architecture,"The Twenty Styles of Architecture, Illustrated by Plates of the Finest Edifices of the World",,Author,"American, active second half 19th century","Wood, Wallace",1881,London,,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/742605,
787698,Drawings and Prints,1959.0,Print,A Bonnet Shop,,Artist|Publisher,"British, London 1757–1827 London|British, London 1776–1846 London","Rowlandson, Thomas|Tegg, Thomas","May 15, 1810",London,,Prints,http://www.metmuseum.org/art/collection/search/787698,Satire|Men|Women
716894,The American Wing,2019.0,Vase,Covered vase on stand with teasel,American,Maker,"American, Middletown, Connecticut, 1865–1929 Syracuse, New York","Robineau, Adelaide Alsop",1912,Syracuse,United States,,http://www.metmuseum.org/art/collection/search/716894,
894673,Drawings and Prints,1924,Print,The Unlucky Loss of the French Warships Quebec and Surveillant – Etat Malheureux du Quebeck et Surveillant Vais de Guerre,,Artist|Engraver,"British, 1717–1791|German, active 1751–1800","Paton, Richard|Leizel, Balthasar Friedrich",ca. 1779,Augsburg,,Prints,http://www.metmuseum.org/art/collection/search/894673,
344637,Drawings and Prints,1941.0,Book ; Ornament and architecture,I dieci libri de l'architettura di Leon Battista de gli Alberti Fiorentino,,Author|Publisher|Translator|Dedicatee,"Italian, Genoa 1404–1472 Rome| |Italian, ca. 1510–ca. 1568|Italian","Alberti, Leon Battista|Vaugris, Vincenzo|Lauro, Pietro|Bevilacqua, Bonifacio",1546,Venice,,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/344637,
1336,The American Wing,1910.0,Candlestick,Candlestick,American,Maker,1852–58,United States Pottery Company ,1849–58,Bennington,United States,,http://www.metmuseum.org/art/collection/search/1336,
640289,Drawings and Prints,1948.0,Print,"Man blowing on charcoal, bound in L'Oeuvre original de Vivant Denon. Collection de eaux-fortes, Volume 1",,Artist|Publisher|Artist,"French, Givry 1747–1825 Paris| |Italian, Brizane 1498–1578 Rome","Denon, Dominique Vivant Baron|Barrand, A.|Clovio, Giulio",1873,Paris,,Books,http://www.metmuseum.org/art/collection/search/640289,
431784,Drawings and Prints,1933.0,Print collection ornament & architecture,"A grotto of arcades topped with a terrace, from Grottes et fontaines de jardins à l'italienne, plate 4, bound in Oeuvres. Vol. II",,Artist|Publisher,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris","Le Pautre, Jean|Mariette, Pierre le fils",17th century,Paris,,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/431784,
344938,Drawings and Prints,1986.0,Book,Fairy Tales,,Editor|Author|Illustrator|Printer|Publisher,"British, London 1867–1939 Limpsfield, Surrey|Danish, Odense 1805–1875 Copenhagen|British, London 1867–1939 Limpsfield, Surrey|Edinburgh|London","Rackham, Arthur|Andersen, Hans Christian|Rackham, Arthur|Clark, R. & R.|Harrap, George G. & Co. Ltd.",1932,London,,Books,http://www.metmuseum.org/art/collection/search/344938,
351556,Drawings and Prints,1952.0,Book ; facsimile,"The Cabinet-Maker and Upholsterer's Guide; Or, Repository of Designs for Every Article of Household Furniture",,Author|Printer|Publisher,"British, 18th century|British, founded London 1843|London","Hepplewhite, A. & Co.|Batsford, B. T., Ltd.|Taylor, I. & J.",1897 [copy of 1794 original],London,,Books,http://www.metmuseum.org/art/collection/search/351556,
661158,Drawings and Prints,1953.0,Books Prints Ornament & Architecture,"Prima parte de' fiori, page 12 (recto)",,Author|Printer|Publisher,"Italian, born Siena, ca. 1560| |Italian, active 16th century","Ciotti, Giovanni Battista|Moretti, Nicolo|Franceschi Francesco de'",1591,Venice,,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/661158,Ornament
430672,Drawings and Prints,1963.0,Print,"Recto of Sheet with The Clothing of the Elect, from The Apocalypse",,Artist|Publisher,"German, Augsburg 1473–1531 Augsburg|German, active Augsburg, 1513–40","Burgkmair, Hans|Otmar, Silvan",1523–24,Augsburg,,Prints,http://www.metmuseum.org/art/collection/search/430672,Apocalypse
341780,Drawings and Prints,1945.0,Book,"Pompa Introitus Honori .. Ferdinandi Austriaci ... "" (Entry of Cardinal-Infante Ferdinand into Antwerp, April 17, 1635)",,Author|Designer|Engraver|Etcher|Publisher,"Flemish, 1593–1666|Flemish, Siegen 1577–1640 Antwerp|Flemish, Antwerp 1610–after 1660 Antwerp|Flemish, 's-Hertogenbosch 1606–1669 's-Hertogenbosch|Flemish, 's-Hertogenbosch 1606–1669 's-Hertogenbosch","Gevaerts, Jan Caspar|Rubens, Peter Paul|Neeffs, Jacob|Thulden, Theodoor van|Thulden, Theodoor van",1642,"Antwerp, n.d.",,Books,http://www.metmuseum.org/art/collection/search/341780,Soldiers|Men|Women|Dragons|Horses
311449,"Arts of Africa, Oceania, and the Americas",1978.0,Drum,Drum,Asmat people,Artist, ,Danaskat,mid-20th century,Omadesep village,Indonesia,Wood-Musical Instruments,http://www.metmuseum.org/art/collection/search/311449,
4092,The American Wing,1968.0,Goblet,Goblet,American,Maker,"American, East Cambridge, Massachusetts, 1818–1888",New England Glass Company ,1855–70,East Cambridge,United States,,http://www.metmuseum.org/art/collection/search/4092,
503615,Musical Instruments,2003,Bassoon,Bassoon,Italian,Maker,"Naples, active late 19th century",Esposito Giosue,1881,Naples,Italy,Aerophone-Reed Vibrated-double reed,http://www.metmuseum.org/art/collection/search/503615,
433120,Drawings and Prints,1949.0,Print,"A soldier molding the match into the right shape, from the Musketeers series, plate 9, in Waffenhandlung von den Rören Musquetten undt Spiessen / Wapenhandelinghe van Roers Musquetten ende Spiessen (The Exercise of Arms)",,Artist|Artist|Artist,"Netherlandish, Antwerp 1565–1629 The Hague|Netherlandish, Antwerp 1565–1629 The Hague|Netherlandish, 1574/5–1659","Gheyn, Jacques de, II|Gheyn, Jacques de, II|Baudous, Robert Willemsz de",published 1608,The Hague,,Prints,http://www.metmuseum.org/art/collection/search/433120,
4444,The American Wing,1962.0,Inkwell,Inkwell,American,Designer|Maker,"American, New York 1848–1933 New York|1902–32","Tiffany, Louis C.|Tiffany Studios ",ca. 1910–20,New York,United States,,http://www.metmuseum.org/art/collection/search/4444,
622970,Drawings and Prints,1918.0,Print collection ornament & architecture,"Ceiling decoration with a satyr approaching a sleeping nymph, from Plafonds modernes, plate 5, in A Bound Collection of Print Series Including Cheminées et Lambris, Alcoves à la Romaine, Feuillages et autres ornemens..., etc.",,Artist|Publisher|Publisher,"French, Paris 1618–1682 Paris|French, 1712–1784|French, Paris 1634–1716 Paris","Le Pautre, Jean|Jombert, Charles Antoine|Mariette, Pierre le fils",1751,Paris,,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/622970,
390524,Drawings and Prints,1920.0,Drawing Ornament and Architecture,"Frames for Marble Slabs, in Chippendale Drawings, Vol. I",,Artist,"British, baptised Otley, West Yorkshire 1718–1779 London","Chippendale, Thomas",1760,London,,Drawings|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/390524,Ornament
351725,Drawings and Prints,1922.0,Book,Plusieurs Models...en l'Art d'Arquebuzerie...,,Engraver|Designer|Designer,"French, Paris, active mid-17th century|French, Paris, active mid-17th century|French, Paris, active mid-17th century","Jacquinet, C.|Thuraine|Hollandois, Le",1660,Paris,,Books,http://www.metmuseum.org/art/collection/search/351725,
5891,The American Wing,1946.0,Pitcher,Pitcher,American,Maker,"American, 1825–1888, Sandwich, Massachusetts",Boston and Sandwich Glass Company ,1883–90,Sandwich,United States,,http://www.metmuseum.org/art/collection/search/5891,
19915,The American Wing,2018.0,Vase,Vase,American,Maker,1870–1921,"Walrath, Frederick Emory",ca. 1908–15,Rochester,United States,,http://www.metmuseum.org/art/collection/search/19915,
5638,The American Wing,1968.0,Pier table,Pier Table,American,Maker|Maker|Maker,"1840–1847|1837–1840, active New York|American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York","Phyfe & Son, D.|Phyfe & Sons, D.|Phyfe, Duncan",1835–40,New York,United States,,http://www.metmuseum.org/art/collection/search/5638,
350436,Drawings and Prints,1968.0,Book,Toi et Moi,,Author|Artist|Publisher,"French, 1885–1983|French, Cuiseaux 1868–1940 La Baule| ","Géraldy, Paul|Vuillard, Edouard|Crès George, et Cie.",1917,Paris,,Books,http://www.metmuseum.org/art/collection/search/350436,
349950,Drawings and Prints,1970.0,Book,"Official Catalogue 1900, Doors, Glazed Sash, Blinds, Mouldings",,Author,"Chicago, Illinois",Foster-Munger Co.,1900,Chicago,,Books,http://www.metmuseum.org/art/collection/search/349950,
8143,The American Wing,1924.0,Spoon,Table Spoon,American,Maker,active ca. 1730–42,"Reed, Jonathon",1720–30,Boston,United States,,http://www.metmuseum.org/art/collection/search/8143,
349558,Drawings and Prints,1923.0,Book,Theorica et Pratica. . .de modo Scribendi,,Author|Publisher|Engraver,"Italian, born Ferrara, active Venice 16th century|Italian, active 16th century|Italian, Carpi ca. 1480–1532 Bologna","Fanti, Sigismundo|Vercellensis|Carpi, Ugo da","December 1, 1514",Venice,,Books,http://www.metmuseum.org/art/collection/search/349558,
390353,Drawings and Prints,2018.0,Print,Architectural View with an Arch,,Artist|Artist,"Italian, Venice 1688–1782 Venice|French, Saint-Jean-du-Bruel 1709–1780 London","Visentini, Antonio Maria|Vivares, Francois",1740,London,,Prints,http://www.metmuseum.org/art/collection/search/390353,
682012,The Libraries,,,Epistole eroiche di P. Ovidio Nasone,,Author|Illustrator|Publisher|Author|Translator,"Roman, Sulmo 43 BCE–17 CE Tomis, Moesia|Italian, Florence 1719–1759 Florence|French, 18th century|Italian, 1720–1791|Italian, 1521?–?1581","Ovid|Gregori, Carlo|Durand|Conti, Giovan Stefano|Nannini, Remigio",1762,Paris,France,,http://www.metmuseum.org/art/collection/search/682012,
678034,Drawings and Prints,1942.0,Print,Dressing for the Masquerade – Laetitia flies from reflection to public entertainments,,Engraver|Artist|Publisher,"British, baptized Derby 1751–1812 Doncaster|British, London 1763–1804 London|British, baptized Derby 1751–1812 Doncaster","Smith, John Raphael|Morland, George|Smith, John Raphael","January 1, 1789",Philadelphia,,Prints,http://www.metmuseum.org/art/collection/search/678034,
389,The American Wing,1933.0,Beaker,Beaker,American,Maker,1737–1783,"Edwards, Jr. Joseph",ca. 1768,Boston,United States,,http://www.metmuseum.org/art/collection/search/389,
14323,The American Wing,1991.0,Piece,"Length, Design 104, Printed Silk and Fortisan Casement",American,Designer|Maker,"American, Richland Center, Wisconsin 1867–1959 Phoenix, Arizona|1889–present","Wright, Frank Lloyd|Schumacher & Co., F.",1955,New York,United States,,http://www.metmuseum.org/art/collection/search/14323,
345107,Drawings and Prints,1978.0,Book,Art de confectionner les Fleurs artificielles. Nouvelle édition ornée de figures,,Publisher, ,"Delarue, and Lille, Castiaux",[1850 (?)],Paris,,Books,http://www.metmuseum.org/art/collection/search/345107,
638281,The American Wing,2013.0,Bookend,Bookend,American,Artist,"American, born Russia, 1882–1964","Cauman, Rebecca",ca. 1927,Boston,United States,,http://www.metmuseum.org/art/collection/search/638281,Fruit|Trees
20017,The American Wing,2018.0,Vase,Vase,American,Designer|Manufacturer,"American (born England), Hanley, Stoke-on-Trent 1880–1942 New York|1892–1954","Rhead, Frederick Hurten|Roseville Pottery",ca. 1904–8,Zanesville,United States,,http://www.metmuseum.org/art/collection/search/20017,
8040,The American Wing,1927.0,Ladle,Ladle,American,Maker|Maker,1734–1817|1723–1795,"Halsted, Benjamin|Myers, Myer",ca. 1765,New York,United States,,http://www.metmuseum.org/art/collection/search/8040,
6932,The American Wing,1969.0,Salad plate,Salad Plate,American,Maker,1863–1922,Union Porcelain Works ,1885–87,Brooklyn,United States,,http://www.metmuseum.org/art/collection/search/6932,
640465,Drawings and Prints,1948.0,Print,"Head of an old man, bound in L'Oeuvre original de Vivant Denon. Collection de eaux-fortes, Volume 1",,Publisher|Artist|Artist," |Italian, Cento 1591–1666 Bologna|French, Givry 1747–1825 Paris","Barrand, A.|Guercino (Giovanni Francesco Barbieri)|Denon, Dominique Vivant Baron",1873,Paris,,Books,http://www.metmuseum.org/art/collection/search/640465,
348291,Drawings and Prints,1963.0,Book,"Dame Mantel Company, Manufacturers of Mantels",,Author,"Harriman, Tennesee",Dame Mantel Company,20th century,Harriman,,Books,http://www.metmuseum.org/art/collection/search/348291,
698568,Drawings and Prints,1921.0,Book,Plate 52: The last supper; from 'Imagines Veteris Ac Novi Testamenti A Raphaele Sanctio Urbinate in Vaticani Palatii Xystis' after Raphael,,Publisher|Artist|Artist,"Italian, Rome 1627–1691 Rome|Italian, Urbino 1483–1520 Rome|Italian, Marsala, Sicily 1650–1692/1700 Rome","Rossi, Giovanni Giacomo De|Raphael (Raffaello Sanzio or Santi)|Aquila, Pietro",1675,Rome,,Books,http://www.metmuseum.org/art/collection/search/698568,
416823,Drawings and Prints,1972.0,Portfolio,L'Art Décoratif Théâtral Moderne,,Artist|Artist|Publisher,"Russian, 1881–1964|French (born Russia), Nagaevo 1881–1962 Paris| ","Larionov, (Larionow) Michaïl|Goncharova, Natalia|La Cible",1919,Paris,,Portfolios,http://www.metmuseum.org/art/collection/search/416823,
5869,The American Wing,1984.0,Pitcher,Pitcher,American,Maker,1852–58,United States Pottery Company ,1850–58,Bennington,United States,,http://www.metmuseum.org/art/collection/search/5869,Corn
347586,Drawings and Prints,1949.0,Book,Furniture Specialties,,Author,"Boston, Massachusetts","Clark, Carroll W., & Co.",after 1877,Boston,,Books,http://www.metmuseum.org/art/collection/search/347586,
346755,Drawings and Prints,1964.0,Book,The Indian Races of North and South America,,Author|Publisher,"American, 1822–1909|Hartford, Connecticut","Brownwell, Charles DeWolf|Hurlbut, Kellog & Co.",1860,Hartford,,Books,http://www.metmuseum.org/art/collection/search/346755,
506851,Musical Instruments,2012,Clarinet in A,Clarinet in A,American,Maker, ,Haynes Co. William S.,1930,Boston,United States,Aerophone-Reed Vibrated-single reed cylindrical,http://www.metmuseum.org/art/collection/search/506851,
20316,The American Wing,2018.0,Vase,Vase,American,Manufacturer,1899–1935,Fulper Pottery Company,1911–17,Flemington,United States,,http://www.metmuseum.org/art/collection/search/20316,
349498,Drawings and Prints,1970.0,Book,Was der Jahrmarkt bringt,,Author|Illustrator|Publisher|Printer|Illustrator,"German, late 19th century|German| | | ","Anders, Moriss|Schäfer, W.|Effenberger, Wilhelm|Löwe, F. Verlag|Offterdinger, C.",late 19th century,Stuttgart|Leipzig,,Books,http://www.metmuseum.org/art/collection/search/349498,
345455,Drawings and Prints,1963.0,Book,General Price List and Catalogue,,Publisher,"British, 1894–2006","Barker, John & Co., Ltd.",[1910],London,,Books,http://www.metmuseum.org/art/collection/search/345455,
349865,Drawings and Prints,1969.0,Book,I Pregj della Toscana,,Author|Publisher,"Italian, 1649–1723| ","Fontana, Fulvio|Pier Mattia Miccioni & Michele Nestunus",1701,Florence,,Books,http://www.metmuseum.org/art/collection/search/349865,
351952,Drawings and Prints,1937.0,Book,Poeticon Astronomicon (Hyginus),,Author|Author|Author|Publisher," | |German|German, Augsburg ca. 1447–ca. 1528 Augsburg","Hyginus, Gaius Julius|Sentinus, Jacobus|Santritter, J. L.|Ratdolt, Erhard","October 14, 1482",Venice,,Books,http://www.metmuseum.org/art/collection/search/351952,
628900,Drawings and Prints,1943.0,Print ornament & architecture,"Town square with a three story fountain topped by a woman holding a tazza and drinking cup at center and a woman drying linen at left, from Artis Perspectivæ, plate 9",,Artist|Artist|Artist|Publisher,"Netherlandish, Leeuwarden 1527–1606 (?)  Antwerp (?)|Netherlandish, 1528/32–1605|Netherlandish, active 1554–72, died before 1589|Netherlandish, 1509/17–1591","Vredeman de Vries, Hans|Doetecum, Johannes van I|Doetecum, Lucas van|Jode, Gerard de",1568,Antwerp,,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/628900,
312029,"Arts of Africa, Oceania, and the Americas",1978.0,Bark painting,Painting from a Ceremonial House Ceiling,"Kwoma, Amachi-Kalaba clan",Artist|Artist, | ,"Artists of Mariwai Village|Mburrnggei, Amachi-Kalaba",1970,Mariwai village,Papua New Guinea,Bark-Paintings,http://www.metmuseum.org/art/collection/search/312029,
355899,Drawings and Prints,1960.0,Book,"Ransom Stove Works, Circular for 1855",,Author|Printer,"Albany, New York|American, 19th century","Ransom, S. H., & Company|Van Benthuysen",1855,Albany,,Books,http://www.metmuseum.org/art/collection/search/355899,
347285,Drawings and Prints,1966.0,Book,The History of Don Quixote de la Mancha,,Author|Translator|Illustrator|Publisher|Author|Printer,"Spanish, Alcalá 1547–1616 Madrid|British, active 1598–1629|Belgian, Uccle 1878–1953|British, London|British, 1887–1958|Edinburgh","Cervantes, Saavedra Miguel de|Shelton, Thomas|Bosschère, Jean de|Constable & Co., Ltd.|Trend, J. B.|Constable, T. and A.",1922,London,,Books,http://www.metmuseum.org/art/collection/search/347285,
13933,The American Wing,1985.0,Braided Rug,Rug,"American, Shaker",Maker|Maker," |American, active ca. 1750–present","Collins, Sister Sarah|United Society of Believers in Christ’s Second Appearing",ca. 1935,New Lebanon,United States,,http://www.metmuseum.org/art/collection/search/13933,
887859,Drawings and Prints,1949,Album Print Ornament & Architecture,Vertical Grotesque Panel with a Terminal Figure,,Artist,"Netherlandish, Hertogenbosch ca. 1510?–before 1556 Groningen","Bos, Cornelis",1548,Antwerp,,Albums|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/887859,
