Object ID,Department,AccessionYear,Object Name,Title,Culture,Artist Role,Artist Display Bio,Artist Alpha Sort,Object Date,City,Country,Classification,Link Resource,Tags
649082,Drawings and Prints,1970.0,Print,"Birds in the Nest (in Parables from Nature, opp. p. 327)",,Engraver|Artist,"British, Ipswich 1817–1905 Hastings|German, Moers 1820–1899 London","Harral, Horace|Wolf, Joseph",1865,London,,Prints,http://www.metmuseum.org/art/collection/search/649082,
395516,Drawings and Prints,2011.0,Print,Peasant of the Alps,,Publisher|Publisher|Artist,"British, ca. 1720–1780 London|British, 1760–1781|British, Mildenhall, Suffolk 1750–1811 Keswick, Cumberland","Darly, Matthew|Darly, Mary|Bunbury, Henry William","April 2, 1771",London,,Prints,http://www.metmuseum.org/art/collection/search/395516,Men|Profiles
349051,Drawings and Prints,1948.0,Book,Albrecht Dürers Christlich-Mythologische Handzeichnungen,,Author|Lithographer|Artist,"German, Altötting 1782–1855 Munich|German, Prague 1771–1834 Munich|German, Nuremberg 1471–1528 Nuremberg","Strixner, Johann Nepomuk|Senefelder, Alois|Dürer, Albrecht",1808,Munich,,Books,http://www.metmuseum.org/art/collection/search/349051,
17527,The American Wing,2002.0,Photograph album,Photograph Album,American,Maker,1902–32,Tiffany Studios ,ca. 1902–20,New York,United States,,http://www.metmuseum.org/art/collection/search/17527,
503860,Musical Instruments,1889,Tenor Valve Trombone in B-flat,Tenor Valve Trombone in B-flat,Italian,Maker,active late 19th century,Borsari Pietro,ca. 1870,Bologna,Italy,Aerophone-Lip Vibrated-trumpet / trombone,http://www.metmuseum.org/art/collection/search/503860,
20488,The American Wing,2010.0,Pitcher,Pitcher,American,Artist,"American, 1865–1941","Jarvie, Robert R.",1914,Chicago,United States,,http://www.metmuseum.org/art/collection/search/20488,
433569,Drawings and Prints,1933.0,Print collection ornament & architecture,"Two satyrs, a child, and a goat amidst rinceaux, from Ornements de panneaux à la romaine, plate 9, bound in Oeuvres. Vol. IV",,Artist|Publisher,"French, Paris 1618–1682 Paris|French, ca. 1590–1666 Paris","Le Pautre, Jean|Leblond, Jean I",published ca. 1651,Paris,,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/433569,
16799,The American Wing,2000.0,Pin,Pin,American,Maker,1837–present,Tiffany & Co.,ca. 1875,New York,United States,,http://www.metmuseum.org/art/collection/search/16799,
7868,The American Wing,1933.0,Spur,Spur,American,Maker,1760–1813,"Revere, III Paul",1800–1830,Boston,United States,,http://www.metmuseum.org/art/collection/search/7868,
348137,Drawings and Prints,1958.0,Book,Nouveau Cayer de Paysages à l'usage des personnes qui apprennent le Dessin,,Publisher, ,"Crépy, J. B.",1781,Paris,,Books,http://www.metmuseum.org/art/collection/search/348137,
16873,The American Wing,2000.0,Coffeepot,Coffeepot,American,Manufacturer,1879–1908,Willets Manufacturing Company ,ca. 1901,Trenton,United States,,http://www.metmuseum.org/art/collection/search/16873,
707200,Drawings and Prints,1955.0,Book,Orazione funebre in morte del Marchese Scipione Maffei detta nella cattedrale di Verona...Con l'aggiunta d'alcuni componimenti poetici d'autore veronese... (Verona 1755),,Publisher|Author|Artist|Artist|Artist|Artist," | |Italian, Verona 1727–1803 Rome|Italian, active 18th century|Italian, Verona 1718–1788 Verona|Italian, Verona 1707–1762 St. Petersburg","Ramanzini, Dionigi|Pindemonte, Marc'Antonio|Cunego, Domenico|Urbani, Giovanni Antonio|Cristofali, Adriano|Rotari, Pietro",1755,Lucca,,Books,http://www.metmuseum.org/art/collection/search/707200,
785211,The American Wing,2018.0,Platter,Platter,French,Manufacturer|Retailer,"1799–1828 Paris, France| ","G. Baruch Weil|Airé & Cie, Paris",ca. 1801–04,Paris,France,,http://www.metmuseum.org/art/collection/search/785211,
746637,Drawings and Prints,1944.0,Book Print Ornament & Architecture,Design for a shawl with scrolling paisley leaves and Indian flowers,,Publisher|Lithographer|Designer|Designer,"French, 19th century|French| |French, 19th Century","Chavant, Fleury|Schlatter, Georges|J.E.G.|Herault",[after 1844],Paris,,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/746637,
892631,The Libraries,,,Roller-printed paste papers for bookbinding,,Artist,"American, 1925–2019","Morris, Henry",1975,North Hills,,,http://www.metmuseum.org/art/collection/search/892631,
345536,Drawings and Prints,1961.0,Book,"Manufacturer of electro plated British plate equal to silver. . .furnishing ironmonger, and manufaturere of tin, copper, iron & Japan wares",,Author,"British, active 1845","Barlow, James",ca. 1845,London,,Books,http://www.metmuseum.org/art/collection/search/345536,
9311,The American Wing,1980.0,Vase,Vase,American,Maker,1886–1928,Alvin Manufacturing Company,1890–1905,Providence,United States,,http://www.metmuseum.org/art/collection/search/9311,Flowers
727940,Drawings and Prints,1991.0,Book Prints Ornament & Architecture,"Fleurs (Flowers), Plate 15",,Printer|Publisher|Designer," | |French, active 1920–30s","Kadar, G.|Editions ""Synth""|Gladky, Serge",1929,Paris,,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/727940,
659600,Drawings and Prints,1918.0,Books Prints Ornament & Architecture,"Esemplario di Lauori..., page 17 (verso)",,Designer|Publisher,"Italian, active 16th century|Italian, active Venice 1530–1573","Vavassore, Florio|Vavassore, Giovanni Andrea","August 1, 1532",Venice,,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/659600,
7803,The American Wing,1933.0,Spoon,Spoon,American,Maker,1760–1813,"Revere, III Paul",ca. 1800,Boston,United States,,http://www.metmuseum.org/art/collection/search/7803,
9479,The American Wing,1896.0,Vase,Vase,American,Designer|Maker,"American, New York 1848–1933 New York|American, 1892–1902","Tiffany, Louis C.|Tiffany Glass and Decorating Company",1893–96,New York,United States,,http://www.metmuseum.org/art/collection/search/9479,
8221,The American Wing,1933.0,Tankard,Tankard,American,Maker,1715–1769,"Roosevelt, Nicholas",1740–50,New York,United States,,http://www.metmuseum.org/art/collection/search/8221,
696861,Drawings and Prints,1962.0,Print,"The death of Saint Joseph, who lies in bed surrounded by the Virgin, Christ, and angels; above, an angel carries lilies; from the series of 112 prints of the sacred history, after the painting by Giovanni Battista Pittoni",,Publisher|Artist|Artist,"Italian, Belluno 1707–1772 Venice|Italian, Venice 1687–1767 Venice|Italian, Belluno 1707–1772 Venice","Monaco, Pietro|Pittoni, Giovanni Battista|Monaco, Pietro",ca. 1730–39,Venice,,Prints,http://www.metmuseum.org/art/collection/search/696861,
349406,Drawings and Prints,1957.0,Book,"Every Lady Her Own Shoemaker; or, a complete self-instructor in the art of making gaiters and shoes",,Author,"New York, NY",Dewitt & Davenport,1856,New York,,Books,http://www.metmuseum.org/art/collection/search/349406,
701829,Drawings and Prints,1960.0,"Print, Fete, Ornament & Architecture",Plate 12: Members of the clergy marching in the funeral procession of Archduke Albert of Austria; from 'Pompa Funebris ... Alberti Pii',,Artist|Artist,"Netherlandish, Antwerp 1576–1650 Antwerp|French, Brussels 1577–1651 Brussels","Galle, Cornelis, I|Francquart, Jacques",1623,Brussels,,Prints|Prints-Fete,http://www.metmuseum.org/art/collection/search/701829,Men|Funerals
491147,Modern and Contemporary Art,1943,Textile sample,Sample,American,Maker|Maker,"American (born Germany), Frankfurt-am-Main 1863–1962 Staten Island, New York|American (born Germany ?), 1868– (?)","Stirn, Louis A.|Stirn, Edmund A.",1925,New York,America,Textiles-Printed,http://www.metmuseum.org/art/collection/search/491147,
23052,Arms and Armor,1928.0,Cased pair of flintlock pistols with accessories,Cased Pair of Flintlock Pistols with Accessories,"French, Paris",Lock maker|Mount maker,"French, Paris, recorded 1779–1818|French, Versailles and Paris, 1761–1833","Pirmet, François|Boutet, Nicholas-Noël",ca. 1810,Paris,,Firearms-Pistols,http://www.metmuseum.org/art/collection/search/23052,
431367,Drawings and Prints,1933.0,Print collection ornament & architecture,"Two demi-façades with people on the stairs at lower right, from Portails d'églises, plate 4, bound in Oeuvres. Vol. II",,Artist|Publisher,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris","Le Pautre, Jean|Mariette, Pierre le fils",17th century,Paris,,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/431367,
349215,Drawings and Prints,1939.0,Book ; Ornament and Architecture,"Eighteen Designs for Glebe Houses and Rural Cottages, with Ground Plans",,Author|Publisher,"British, 19th century|London","Donville, Helena Lady|Mitchell, J. and Weale J.",ca. 1840,London,,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/349215,
373620,Drawings and Prints,1941.0,Book ; Ornament and architecture,L'architecture de Vitruve,,Author|Translator|Publisher,"Roman, active late 1st century BCE|French|French, 1780–1844","Vitruvius, Marcus|Maufras, Charles L.|Panckoucke, Charles Louis Fleury",1847,Paris,,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/373620,
727945,Drawings and Prints,1991.0,Book Prints Ornament & Architecture,"Fleurs (Flowers), Plate 20",,Printer|Publisher|Designer," | |French, active 1920–30s","Kadar, G.|Editions ""Synth""|Gladky, Serge",1929,Paris,,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/727945,
641091,Drawings and Prints,1948.0,Print,"Woman seated on a chair, bound in L'Oeuvre original de Vivant Denon. Collection de eaux-fortes, Volume 1",,Publisher|Artist," |French, Givry 1747–1825 Paris","Barrand, A.|Denon, Dominique Vivant Baron",1873,Paris,,Books,http://www.metmuseum.org/art/collection/search/641091,
690578,Drawings and Prints,1952.0,Book,"Vue de l'Eglise de St Jean, from Les Plus Beaux Edifices de Rome Moderne, ou Recueil des plus belles vues des principales eglises, places, palais, fontaines etc. qui sont dans Rome",,Publisher|Artist|Artist|Printer,"Rome|French, Viarmes 1718–1762 Rome|Italian, active Rome, ca. 1750–76| ","Bouchard & Gravier|Barbault, Jean|Montagu, Dominico|Komarek",1763,Rome,,Books,http://www.metmuseum.org/art/collection/search/690578,
660649,Drawings and Prints,1921.0,Books Prints Ornament & Architecture,"Splendore delle virtuose giovani, page 3 (verso)",,Designer|Publisher,"Italian, active Venice, 1557| ","Foresto, Iseppo|Calepino",1564,Venice,,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/660649,Peacocks|Flowers|Vines
3159,The American Wing,1985.0,Desk and bookcase,Cylinder Desk and Bookcase,American,Maker,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York","Phyfe, Duncan",1815–20,New York,United States,,http://www.metmuseum.org/art/collection/search/3159,
348837,Drawings and Prints,1924.0,Book,Annual Catalogue of Fruit Trees,,Printer|Author,"Newburgh, New York|American, 19th century","Spalding, J. D.|A. J. Downing & Co.",1839,Newburgh,,Books,http://www.metmuseum.org/art/collection/search/348837,
350052,Drawings and Prints,1922.0,Book,Les Français Peints par Eux-Mêmes. Tome 1-5. Province Tome 1-3,,Publisher,"French, 1801–1870","Curmer, Henri-Léon",1840–42,Paris,,Books,http://www.metmuseum.org/art/collection/search/350052,Women
433758,Drawings and Prints,1933.0,Print collection ornament & architecture,"The Hebrews worshipping God, from Histoire de Moïse, plate 3, bound in Oeuvres. Vol. IV",,Artist|Publisher,"French, Paris 1618–1682 Paris|French, Blois 1688–1776 Paris","Le Pautre, Jean|Chereau, Jacques II Sr.",17th century,Paris,,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/433758,
350487,Drawings and Prints,1941.0,Book Ornament and Architecture,Rules for Drawing the Several Parts of Architecture,,Author|Publisher|Artist|Artist and publisher|Artist and publisher|Publisher|Publisher,"British, Aberdeen, Scotland 1682–1754 London|British, active 1735–89|London|London|London|London|British","Gibbs, James|Knapton, J. and P.|Austen, S.|Bettesworth, A.|Hitch, C.|Innys, W.|Manby, R.",1738,London,,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/350487,
736076,Drawings and Prints,1959.0,Print,Preceptor and Pupil,,Artist|Subject|Subject|Publisher,"British, London 1757–1827 London|British, 1749–1806|British, London 1762–1830 Windsor|British, 1773?–1831?","Rowlandson, Thomas|Fox, Charles James|Prine of Wales, George|Humphrey, George","May 18, 1784",London,,Prints,http://www.metmuseum.org/art/collection/search/736076,Animals|Men
698422,Drawings and Prints,1921.0,Book,Plate 2: God the Father separating the light from the darkness; from 'Imagines Veteris Ac Novi Testamenti A Raphaele Sanctio Urbinate in Vaticani Palatii Xystis' after Raphael,,Publisher|Artist|Artist,"Italian, Rome 1627–1691 Rome|Italian, Florence 1660–1675|Italian, Urbino 1483–1520 Rome","Rossi, Giovanni Giacomo De|Fantetti, Cesare|Raphael (Raffaello Sanzio or Santi)",1675,Rome,,Books,http://www.metmuseum.org/art/collection/search/698422,
14443,The American Wing,1992.0,Stained glass window,Stained Glass Window,American,Designer|Manufacturer, | ,"McKim, Mead and White |Decorative Stained Glass Company ",1882–84,New York,United States,,http://www.metmuseum.org/art/collection/search/14443,
354814,Drawings and Prints,1962.0,Book ; Ornament and architecture,"Illustrated catalogue...no. 38, of stoves, chimney pieces, kitchen ranges, general ironwork",,Author,London,"O'Brien, Thomas and Co.",1903–4,London,,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/354814,
503526,Musical Instruments,1999,Oboe,Oboe,French,Maker, ,Thibouville-Lamy,ca. 1910,Paris,France,Aerophone-Reed Vibrated-double reed,http://www.metmuseum.org/art/collection/search/503526,
727726,Drawings and Prints,1991.0,Book Prints Ornament & Architecture,"Studio d'Arts Décoratifs, 3e Série, Pl. 2, Six Dessins de haute fantaisie, Coloris nouveaux",,Designer|Publisher," |French, active ca. 1890–1920","Sorokine, Nicolas|Guérinet, Armand",[ca. 1930],Paris,,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/727726,
668739,The American Wing,2022.0,Pitcher,Pitcher,American,Manufacturer,active 1829–33,Henderson Flint Stoneware Manufactory D. and J.,1829–33,Jersey City,United States,,http://www.metmuseum.org/art/collection/search/668739,
872033,The Libraries,,,A weaver of dreams,,Artist|Publisher|Author,"American, New York 1867–1944 New York| |American, 1874–1911","Armstrong, Margaret Neilson|G.P. Putnam & Co., New York|Reed, Myrtle",1911,New York,,,http://www.metmuseum.org/art/collection/search/872033,
503439,Musical Instruments,1992,Violinett,Violinett,German,Maker,"German, 1851–1939","Pugh, Johannes",ca. 1920,Altona,Germany,Chordophone-Zither,http://www.metmuseum.org/art/collection/search/503439,
627089,Drawings and Prints,1937.0,Print ornament & architecture,"Entablature, capital and two consoles, plate 4, from Architectura 3e Stuck de oorden Tuschana",,Artist|Artist|Artist|Publisher,"Netherlandish, Leeuwarden 1527–1606 (?)  Antwerp (?)|Netherlandish, 1528/32–1605|Netherlandish, active 1554–72, died before 1589|Netherlandish, active Antwerp, second half 16th century","Vredeman de Vries, Hans|Doetecum, Johannes van I|Doetecum, Lucas van|Dierix, Volcxken",1578,Antwerp,,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/627089,
8518,The American Wing,1970.0,Tile,Tile,American,Maker,"American, Chelsea, Massachusetts, 1877–1903","Low Art Tile Works, J. and J. G.",ca. 1884,Chelsea,United States,,http://www.metmuseum.org/art/collection/search/8518,
381951,Drawings and Prints,1946.0,Book,Grand Livre des Patissiers et de Confiseurs. Tome II.,,Publisher|Printer|Author, | | ,"Dentu, E.|Motteroz|Dubois, Urbain",1883,Paris,,Books,http://www.metmuseum.org/art/collection/search/381951,
3729,The American Wing,1940.0,Flask,Flask,American,Maker,1833–1923,Dyottville Glass Works ,ca. 1847–48,Kensington,United States,,http://www.metmuseum.org/art/collection/search/3729,Men|Profiles|George Washington
8805,The American Wing,1985.0,Tray,Tray,American,Maker,1872–1919,Unger Brothers,1900–1910,Newark,United States,,http://www.metmuseum.org/art/collection/search/8805,
664842,Drawings and Prints,1952.0,Print,"Faune, from Les Plus Beaux Monuments de Rome Ancienne ou Recueil des plus beaux Morceaux de l'Antiquité Romaine qui existent encore",,Artist|Publisher|Printer,"French, Viarmes 1718–1762 Rome|Rome| ","Barbault, Jean|Bouchard & Gravier|Giunchi Heritiers de Komarek",1761,Rome,,Prints,http://www.metmuseum.org/art/collection/search/664842,
337517,Drawings and Prints,1977.0,Book,"Compositions Tirées des Ouvrages, des Jours, et de la Théogonie d'Hésiode, dessinées par Jean Flaxman, R.A.P.S.",,Artist|Engraver|Author,"British, York 1755–1826 London|Italian, Rome 1752–1824 Rome|Greek, active ca. 700 BCE","Flaxman, John|Piroli, Tommaso|Hesiod",1818 (?),Paris,,Books,http://www.metmuseum.org/art/collection/search/337517,
345410,Drawings and Prints,1957.0,Book,The Bible Looking Glass,,Illustrator|Publisher|Author|Author,"American, Windsor, Connecticut 1798–1885 New Haven, Connecticut|Philadelphia, Pennsylvania|British, 18th century|American, 1816–1893","Barber, John Warner|Bradley, Garreston & Co.|Holmes, William Rev.|Howe, Henry",1874,Philadelphia,,Books,http://www.metmuseum.org/art/collection/search/345410,
350081,Drawings and Prints,1962.0,Book,"[Catalogue] manufacturers of high class window and interior display fixtures, dry goods. . . wax and paper mache forms",,Author,"New York, NY",Frankel Display Fixtures Co.,n.d.,New York,,Books,http://www.metmuseum.org/art/collection/search/350081,
348497,Drawings and Prints,1937.0,Book Prints Ornament & Architecture,Nouvelle Iconologie Historique ou Attributes Hierogliphyques... Tome 1.,,Artist|Engraver|Publisher|Publisher|Publisher,"French, Paris 1734–1789 Paris|French, first cited 1768, last cited 1775|French, active ca. 1750–before 1775| |French, Paris 1742–1794 Paris","Delafosse, Jean Charles|Beurlier, Charles|Daumont, Jean François|Le Pere et Avaulet|Chereau, Jacques François",1771–[1782] (?),Paris,,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/348497,
660975,Drawings and Prints,1953.0,Books Prints Ornament & Archiecture,"Fiori di Ricami Nuovamente Posti in Luce, page 8 (recto)",,Designer|Publisher,"Italian, active Siena, ca. 1581–died 1613|Italian, active 16th century","Florimi, Matteo|Franceschi Francesco de'",1591,Venice,,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/660975,Flowers
2097,The American Wing,1968.0,Clock,Clock,American,Maker,1837–present,Tiffany & Co.,ca. 1885,New York,United States,,http://www.metmuseum.org/art/collection/search/2097,Obelisks|Hieroglyphs|Sphinx
8217,The American Wing,1933.0,Tankard,Tankard,American,Maker|Maker,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts|1702–1754","Revere, Paul, Jr.|Revere, Paul Sr.",ca. 1750,Boston,United States,,http://www.metmuseum.org/art/collection/search/8217,Coat of Arms
348505,Drawings and Prints,1977.0,Book,Monographie de L'Oeuvre de Bernard Palissy,,Author|Author|Illustrator|Lithographer|Printer|Designer|Dedicatee|Illustrator,"French|French| |French, Paris| |French, Agen, Lot-et-Garonne 1510–1590 Paris|French, Paris 1811–1892 Gattaiola|French","Delange, Henri|Sauzay|Borneman, C.|Lemercier & Cie.|Martinet, E.|Palissy, Bernard|Nieuwerkerke, Emilien de|Delange, Carle",1862,Paris,,Books,http://www.metmuseum.org/art/collection/search/348505,
384056,Drawings and Prints,1953.0,Book,National Portrait Gallery of Eminent Americans from Original Paintings by Alonzo Chappel,,Author|Artist|Publisher,"American, 1816–1878|American, New York 1828–1887 Middle Island, New York|American, New York","Duyckinck, Evert Augustus|Chappel, Alonzo|Johnson, Fry & Co.",1862,New York,,Books,http://www.metmuseum.org/art/collection/search/384056,
347443,Drawings and Prints,1955.0,Book,Catalogus Gloriae Mundi,,Author|Publisher,"ca. 1480–1541|French, 16th century","Chasseneux, B. de|Vincent, Antoine",1546,Lyon,,Books,http://www.metmuseum.org/art/collection/search/347443,
490948,Modern and Contemporary Art,1941,"Hanging, woven",Hanging,American,Manufacturer, ,Scalamandré,before 1941,New York,America,Textiles-Woven,http://www.metmuseum.org/art/collection/search/490948,Flowers
655997,Drawings and Prints,1947.0,Print,Fox Hounds of the Hatfield Hunt,,Publisher|Etcher|Artist," |British, London 1795–1880 London|British, London 1802–1873 London","Bohn, Henry G.|Landseer, Thomas|Landseer, Edwin Henry, Sir",1853,London,,Prints,http://www.metmuseum.org/art/collection/search/655997,
426464,Drawings and Prints,1930.0,Prints Collection Ornament & Architecture,"Four Designs for Borders for Baldachins or Valances, Combined with Three Designs for Chairs and Tabourets at Left, from Second Liure Dappartements, part of Œuvres du Sr. D. Marot",,Artist|Publisher,"French, Paris 1661–1752 The Hague| ","Marot, Daniel, the Elder|Husson, Pierre",published 1703 or 1712,The Hague,,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/426464,
3204,The American Wing,1969.0,Dinner plate,Dinner Plate,American,Maker,1863–1922,Union Porcelain Works ,1885,Brooklyn,United States,,http://www.metmuseum.org/art/collection/search/3204,
346777,Drawings and Prints,1941.0,Book ; Ornament and architecture,Sixty Different Sorts of Ornaments,,Designer|Etcher|Etcher,"Italian, active in London and Paris, (?)–1758|British, active 1715–38|British, active 18th century","Brunetti, Gaetano|Fletcher, Henry|La Rocque, Jean",1736,London,,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/346777,
3554,The American Wing,1978.0,Étagère,Étagère,American,Maker,"American, 1897–1921",Heywood Brothers and Wakefield Company ,1897–1905,Wakefield|Gardner,United States|United States,,http://www.metmuseum.org/art/collection/search/3554,
426805,Drawings and Prints,1930.0,Prints Collection Ornament & Architecture,"Quarter of a Ceiling with Mercury in a Painted Scene at Center, Framed by a Wide Border with a Bust in a Niche at the Corner, from Nouveau Liure de Placfond, part of Œuvres du Sr. D. Marot",,Artist|Publisher,"French, Paris 1661–1752 The Hague| ","Marot, Daniel, the Elder|Husson, Pierre",published 1703 or 1712,The Hague,,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/426805,
24855,Arms and Armor,1968.0,Percussion revolver,"Colt Model 1851 Navy Percussion Revolver, serial no. 2","American, Hartford, Connecticut",Manufacturer,"American, Hartford, Connecticut 1814–1862","Colt, Samuel",1850,Hartford,,Firearms-Pistols-Revolvers,http://www.metmuseum.org/art/collection/search/24855,
452766,Islamic Art,1975.0,Folio from an illustrated manuscript,"""Rustam's Seventh Course: He Kills the White Div"",  Folio from a Shahnama (Book of Kings)",,Author|Artist,"Iranian, Paj ca. 940/41–1020 Tus|Iranian, active 1630s–90s",Abu'l Qasim Firdausi|Musavvir Mu'in,dated A.H. 1077/ 1666–67 CE,Isfahan,Iran,Codices,http://www.metmuseum.org/art/collection/search/452766,Weapons|Men
2567,The American Wing,1933.0,Vase,Covered Vase,Dutch,Maker,1662–1854,Rose factory ,1727–39,Delft,Netherlands,,http://www.metmuseum.org/art/collection/search/2567,
665757,Drawings and Prints,1952.0,Print,"Fragmens antiques, from Les Plus Beaux Monuments de Rome Ancienne ou Recueil des plus beaux Morceaux de l'Antiquité Romaine qui existent encore",,Artist|Publisher|Printer,"French, Viarmes 1718–1762 Rome|Rome| ","Barbault, Jean|Bouchard & Gravier|Giunchi Heritiers de Komarek",1761,Rome,,Prints,http://www.metmuseum.org/art/collection/search/665757,
1900,The American Wing,1960.0,Side Chair,Side Chair,American,Maker,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York","Phyfe, Duncan",1791–1818,New York,United States,,http://www.metmuseum.org/art/collection/search/1900,
503396,Musical Instruments,1990,Division Viol,Division Viol,British,Maker,"British, 1651–1724 London",Norman Barak,1692,London,United Kingdom,Chordophone-Lute-bowed-fretted,http://www.metmuseum.org/art/collection/search/503396,
690121,Drawings and Prints,1952.0,Print,"Ancien Arc de Triomphe bâti par Auguste à Rimini, from Recueil de divers Monumens Anciens répandus en plusieurs endroits de L'Italie",,Artist|Publisher|Printer|Etcher,"French, Viarmes 1718–1762 Rome|Rome| |Italian, active Rome, ca. 1750–76","Barbault, Jean|Bouchard & Gravier|Giunchi Heritiers de Komarek|Montagu, Dominico",1770,Rome,,Prints,http://www.metmuseum.org/art/collection/search/690121,
693151,Drawings and Prints,1978.0,Print,The Dismissed Servant,,Publisher|Artist|Artist,"French, Paris ca. 1686–1762 Grand Vaux|French, Vermenton 1699–1789 Versailles|French, Arles 1716–1764 Avignon","Surugue, Louis|Jeaurat, Etienne|Baléchou, Jean-Joseph",ca. 1749,Berlin,,Prints,http://www.metmuseum.org/art/collection/search/693151,Women|Servants
7181,The American Wing,1946.0,Sauce dish,Hobnail Sauce Dish,American,Maker,1863–1891,"Hobbs, Brockunier and Company ",after 1886,Wheeling,United States,,http://www.metmuseum.org/art/collection/search/7181,
898800,Drawings and Prints,1941,Book,Livery (catalogue),,Author,"American, founded 1874","Rogers, Peet & Company",1909,New Haven,,Books,http://www.metmuseum.org/art/collection/search/898800,
660659,Drawings and Prints,1921.0,Books Prints Ornament & Architecture,"Splendore delle virtuose giovani, page 9 (verso)",,Designer|Publisher,"Italian, active Venice, 1557| ","Foresto, Iseppo|Calepino",1564,Venice,,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/660659,Flowers|Vines
681512,Drawings and Prints,1933.0,Books Prints Ornament & Architecture,Modelbuch aller Art Nehens vn Stickens (Page 3v),,Publisher,"German, Hadamar 1502–1555 Frankfurt","Egenolff, Christian",1535,Frankfurt am Main,,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/681512,Ornament
708926,"Arts of Africa, Oceania, and the Americas",2015.0,Photograph,"Woman outdoors – Ewe kente skirt, headtie and blouse",,Photographer,"Togolese, Kedzi 1880–1975 Lomé","Acolatse, Alex Agbaglo",1975,Lomé,Togo,Photographs,http://www.metmuseum.org/art/collection/search/708926,Portraits|Women
377561,Drawings and Prints,1985.0,Print,Advertising Card for a Wall-mounted Candleholder and Shade: No. 46 Daniel Boone,,Publisher,"American, Brooklyn, New York 1853–1936 Buffalo, New York","Rohlfs, Charles",1907,Buffalo,,Prints,http://www.metmuseum.org/art/collection/search/377561,Lighting|Advertisements
20029,The American Wing,2018.0,Tile,Tile,American,Maker,"American, Baltimore, Maryland 1841–1914 Metuchen, New Jersey","Volkmar, Charles",ca. 1900–14,Metuchen|New York|the Bronx,United States|United States|United States,,http://www.metmuseum.org/art/collection/search/20029,Landscapes
3155,The American Wing,1910.0,Desk and bookcase,Desk and bookcase,American,Maker,1734–1782,"Gould, Nathaniel",ca. 1779,Salem,United States,,http://www.metmuseum.org/art/collection/search/3155,
16317,The American Wing,1997.0,Spoon,Tea Spoon,American,Maker,ca. 1777–1819,"Baldwin, Jabez",1800–1810,Salem,United States,,http://www.metmuseum.org/art/collection/search/16317,
446565,Islamic Art,1913.0,Folio from an illustrated manuscript,"""A Bathhouse Keeper is Consumed by Passion for his Beloved"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi",,Author|Artist,"Indian, Patiyali, 1253–1325 Delhi| ",Amir Khusrau Dihlavi|Nar Singh,1597–98,Lahore,present-day Pakistan,Codices,http://www.metmuseum.org/art/collection/search/446565,Poetry|Men|Elephants|Horses
21586,The American Wing,2013.0,Pitcher,Pitcher,American,Artist,"American, Providence, Rhode Island, 1831–present",Gorham Manufacturing Company,1882,Providence,United States,,http://www.metmuseum.org/art/collection/search/21586,Fish
347566,Drawings and Prints,1965.0,Book,Moidodyr,,Illustrator|Author|Publisher,"Russian, Kirovohrad, Ukraine 1898–1976 Moscow|Russian, St. Petersburg 1882–1969 Moscow|Leningrad","Kanevskiy, Aminadav Moisseevich|Chukovskiy, Korney Ivanovich|Detgiz",1962,Moscow,,Books,http://www.metmuseum.org/art/collection/search/347566,
13523,The American Wing,1990.0,Ash tray,Ash Tray,American,Designer|Maker,"American, New York 1848–1933 New York|1902–32","Tiffany, Louis C.|Tiffany Studios ",ca. 1905–20,New York,United States,,http://www.metmuseum.org/art/collection/search/13523,
501676,Musical Instruments,1889,Trumpet in G,Trumpet in G,German,Maker,"German, active München, 1799–1872","Saurle, Michael",1829,Munich,Germany,Aerophone-Lip Vibrated-trumpet / trombone,http://www.metmuseum.org/art/collection/search/501676,
