Object ID,Is Public Domain,Department,AccessionYear,Object Name,Title,Culture,Artist Role,Artist Display Name,Artist Display Bio,Object Date,Object Begin Date,Credit Line,City,Classification,Link Resource,Tags
344227,False,Drawings and Prints,1948.0,Book,Strapwork Cartouches with Interlaced Band Patterns,,Artist|Publisher,Hans Vredeman de Vries|Hieronymus Cock,"Netherlandish, Leeuwarden 1527–1606 (?)  Antwerp (?)|Netherlandish, Antwerp ca. 1510–1570 Antwerp",ca. 1555–60,1550,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1948",Antwerp,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/344227,
348186,False,Drawings and Prints,1965.0,Book,Album de Serrurerie de Luxe,,Manufacturer|Lithographer|Designer,Amédée Cugnot|François de Villain|A. Cordier,"|French, active 1819–40|French",19th century,1800,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1965",Paris,Books,http://www.metmuseum.org/art/collection/search/348186,
888597,false,The Libraries,,,"The watchmaker's wife, and other stories",,Artist|Publisher|Author,Margaret Neilson Armstrong|Charles Scribners and Sons|Frank Richard Stockton,"American, New York 1867–1944 New York| |American, 1834–1902",1893,1893,Gift of Friends of the Thomas J. Watson Library,New York,,http://www.metmuseum.org/art/collection/search/888597,
652998,True,Arms and Armor,2004.0,Drawings,Partial Design for the Decoration of Firearms,"French, Versailles",Designer,Nicolas Noël Boutet,"French, Versailles and Paris, 1761–1833",ca. 1797–1805,1772,"Purchase, Clay P. Bedford Gift, 2004",Versailles,Works on Paper-Drawings,http://www.metmuseum.org/art/collection/search/652998,Ornament
366776,False,Drawings and Prints,1962.0,Print,Lady Betty Bustle and Her Maid Lucy Preparing for the Masquerade at the Pantheon,,Publisher,Carington Bowles I,"British, 1724–1793",1745–1800,1745,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1962",London,Prints,http://www.metmuseum.org/art/collection/search/366776,
359790,False,Drawings and Prints,1970.0,Book ; Ornament and architecture,Guide to House Furnishing,,Author|Lithographer|Illustrator|Illustrator|Illustrator,Oetzmann & Co.|Allbut and Daniel|Thomas Riley|Gaunt|Waterlows,"British, established 1848|British, active 1879–91|British, active 1878–1892|British, late 19th century|British, active London late 19th century",[1879],1879,"Gift of Lincoln Kirstein, 1970",London,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/359790,
344103,False,Drawings and Prints,1921.0,Book,Hieroglyphica of Merkbeelden der oude Volkeren,,Editor|Illustrator|Designer|Engraver|Designer|Publisher|Sitter,Arn. Henr. Westerhovius|Romeyn de Hooghe|Jan Wandelaar|Jacob Houbraken|H. Bos|Joris van der Woude|Romeyn de Hooghe,"Dutch|Dutch, Amsterdam 1645–1708 Haarlem|Dutch, 1690–1759|Dutch, Dordrecht 1698–1780 Amsterdam|Dutch|Dutch, 1719–1752|Dutch, Amsterdam 1645–1708 Haarlem",1735,1735,"Gift of Samuel P. Avery, transferred from Library",Amsterdam,Books,http://www.metmuseum.org/art/collection/search/344103,
701204,True,Drawings and Prints,1951.0,"Print, Fete, Ornament & Architecture","Plate 22: Emperor Charles V, victory at Pavia; from Guillielmus Becanus's 'Serenissimi Principis Ferdinandi, Hispaniarum Infantis...'",,Artist|Publisher,Jacob Neeffs|Johannes Meursius,"Flemish, Antwerp 1610–after 1660 Antwerp|Flemish, active 1620–47",1636,1636,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",Antwerp,Prints|Prints-Fete|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/701204,Horses|Soldiers|Swords|Women
887833,false,The Libraries,,,Mosaic curtain for the National Theatre of Mexico,,Author,Tiffany Studios,1902–32,1911,1911,,New York,,http://www.metmuseum.org/art/collection/search/887833,
372979,False,Drawings and Prints,1941.0,Book ; Ornament and Architecture,The Architecture of M. Vitruvius Pollio,,Engraver|Artist and publisher|Author,William Newton|James Newton|Marcus Pollio Vitruvius,"British, 1735–1790|British, London 1748–ca. 1804|Roman, active late 1st century BCE",1791,1791,"Bequest of W. Gedney Beatty, 1941",London,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/372979,
391907,False,Drawings and Prints,1967.0,Print,"Fee Simple, a Councellor and Beau Bungey, a Cringing Courtier",,Artist,John Spilsbury,"British, 1730–1769",ca. 1750–70,1745,"Purchase, Harry G. Friedman Bequest, 1967",London,Prints,http://www.metmuseum.org/art/collection/search/391907,
347852,False,Drawings and Prints,1941.0,Book,The Modish Round Hand,,Author|Publisher|Engraver,Solomon Cook|Henry Overton and J. Hoole|William Fryer,"British, active ca. 1750|London|British, active mid-18th century",[1750],1750,"Bequest of W. Gedney Beatty, 1941",London,Books,http://www.metmuseum.org/art/collection/search/347852,
390489,True,Drawings and Prints,1920.0,Drawing Ornament and Architecture,"French Chairs, in Chippendale Drawings, Vol. I",,Artist,Thomas Chippendale,"British, baptised Otley, West Yorkshire 1718–1779 London",1759,1759,"Rogers Fund, 1920",London,Drawings|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/390489,Chairs
348263,False,Drawings and Prints,1971.0,Book,"Catalogue B. No. 11, Electrical Novelties, Experimental Apparatus, Dynamo and Motors, etc.",,Author|Author,Seth W. Fuller & Co.|Carlisle & Finch Co.,"Boston, Massachusetts|Cincinnati, Ohio",1907,1907,"Purchase, Jefferson R. Burdick Bequest, 1971",Cincinnati,Books,http://www.metmuseum.org/art/collection/search/348263,
503345,False,Musical Instruments,1988,Ūd,Ūd,American,Maker,Toufighe Jahromi,,ca. 1928,1900,"Gift of Rosalind K. Frey, in memory of Sidney Frey and Mohammed El Bakkar, 1988",Brooklyn,Chordophone-Lute-plucked-unfretted,http://www.metmuseum.org/art/collection/search/503345,
8546,True,The American Wing,1942.0,Tile,Tile,British,Maker,John Sadler,1720–1789,1757–61,1757,"Gift of Mrs. J. Insley Blair, 1942",Liverpool,,http://www.metmuseum.org/art/collection/search/8546,Ships
345913,False,Drawings and Prints,1969.0,Book,"Classic Metal Ceilings, Catalogue No. 6A",,Author,Berger Manufacturing Company,"Canton, Ohio",1890s (?),1890,"Gift of Lincoln Kirstein, 1969",Canton,Books,http://www.metmuseum.org/art/collection/search/345913,
8193,True,The American Wing,1986.0,Tankard,Tankard,American,Maker,John Coney,1655/56–1722,ca. 1685,1680,"Gift of Justine P. Trowbridge and Carolyn P. Pruyn, 1986",Boston,,http://www.metmuseum.org/art/collection/search/8193,Coat of Arms
427834,False,Drawings and Prints,1961.0,Prints Collection Ornament & Architecture,"Title Plate with Design for a Clock, from Nouveaux Liure de Boites de Pendulles de Coqs et Etuys de Montres et Autres Necessaire au Orlogeurs",,Artist|Publisher,Daniel Marot the Elder|Henri II Bonnart,"French, Paris 1661–1752 The Hague|French, Paris 1642–1711 Paris",after 1706,1706,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1961",Amsterdam,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/427834,
344365,False,Drawings and Prints,1926.0,Book,Abuze en Court and Le Doctrinal du Temps Présent,,Publisher,Association Guillaume le Roy,,ca. 1926 [reproducing ca. 1484 original],1921,"Harris Brisbane Dick Fund, 1926",Lyon,Books,http://www.metmuseum.org/art/collection/search/344365,
789050,True,Arms and Armor,2018.0,Flintlock Wender Pistol,Flintlock Wender Pistol,"French, Lyon",Gunsmith,Claude Cunet,"French, active Lyon, ca. 1640–60",ca. 1650,1625,"Purchase, Christopher W. Douglass Gift, in memory of Florence W. Douglass, 2018",Lyon,Firearms-Pistols-Flintlock,http://www.metmuseum.org/art/collection/search/789050,
432623,False,Drawings and Prints,1933.0,Print collection ornament & architecture,"Altar with Christ in Glory above, bound in Oeuvres. Vol. III",,Artist|Publisher,Jean Le Pautre|Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",17th century,1633,"Harris Brisbane Dick Fund, 1933",Paris,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/432623,
788996,True,Drawings and Prints,1917.0,Print,"Plate 22, from ""World in Miniature""",,Artist|Publisher,"Thomas Rowlandson|Rudolph Ackermann, London","British, London 1757–1827 London|British, active 1794–1829",1816,1816,"Rogers Fund, 1917",London,Prints,http://www.metmuseum.org/art/collection/search/788996,Castles|Men|Women|Horses|Carriages
7373,True,The American Wing,1969.0,Vegetable dish,Vegetable Dish,American,Maker,Union Porcelain Works,1863–1922,1885,1885,"Gift of Mr. and Mrs. Franklin Chace, 1969",Brooklyn,,http://www.metmuseum.org/art/collection/search/7373,
345037,False,Drawings and Prints,1925.0,Book,Della puritá della conscientia & deli modo da confessari,,Author,Thomas Aquinas,"Italian, 1225–1274","August 14, 1512",1512,"Harris Brisbane Dick Fund, 1925",Florence,Books,http://www.metmuseum.org/art/collection/search/345037,
16977,True,The American Wing,2012.0,Dining table,Drop-leaf dining table,American,Maker,John Townsend,1732–1809,1756,1756,"Gift of Stuart Holzer and Marc Holzer, in memory of their parents, Ann and Philip Holzer, 2012",Newport,,http://www.metmuseum.org/art/collection/search/16977,
430642,True,Drawings and Prints,1963.0,Print,"The First Four Trombones, from The Apocalypse",,Artist|Publisher,Hans Burgkmair|Silvan Otmar,"German, Augsburg 1473–1531 Augsburg|German, active Augsburg, 1513–40",1523–24,1523,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1963",Augsburg,Prints,http://www.metmuseum.org/art/collection/search/430642,Trombones|Apocalypse
361861,False,Drawings and Prints,1995.0,Book,The History of Japan: Giving an Account of the Antient [sic] and Present State and Government of That Empire...,,Translator|Printer|Engraver|Engraver|Engraver|Publisher|Designer|Dedicatee|Publisher|Author,"John Gaspar Scheuchzer|Thomas Woodward|G. King|C. Moore|Gerard Vandergucht|John Gaspar Scheuchzer|John Gaspar Scheuchzer|George II, King of Great Britain and Ireland|Charles Davis|Engelbert Kaempfer","British (born Switzerland), Zürich 1702–1729 Chelsea|London|British, active 1732–49|British, active 1768–1773|British, London 1696–1776 London|British (born Switzerland), Zürich 1702–1729 Chelsea|British (born Switzerland), Zürich 1702–1729 Chelsea|Hanover 1683–1760 London|London|German, Lemgo, Westphalia 1651–1716 Lemgo, Westphalia",1728,1728,"Gift of Akiko Bowers, 1995, transferred from the Asian Art Department",London,Books,http://www.metmuseum.org/art/collection/search/361861,
1476,True,The American Wing,1933.0,Caster,Caster,American,Maker,Mark Nelson,1733–1787,1750–70,1750,"Bequest of Alphonso T. Clearwater, 1933",Portsmouth,,http://www.metmuseum.org/art/collection/search/1476,
6657,True,The American Wing,1940.0,Porringer,Porringer,American,Maker,William Billings,ca. 1768–1813,1791–1806,1791,"Gift of Mrs. J. Insley Blair, in memory of her husband, 1940",Providence,,http://www.metmuseum.org/art/collection/search/6657,
845711,True,The Libraries,,,"A catalogue of the library of the late John, Duke of Roxburghe : arranged by G. and W. Nicol ; which will be sold by auction ... on Monday, 18th May, 1812, and the forty-one following days, Sundays excepted ... by Robert H. Evans",,Subject of book|Author|Publisher|Printer,John Ker Roxburghe|Robert Harding Evans|G. and W. Nicol|William Bulmer & Co.,"|British, 1778–1857|London|London",1812,1812,"Bequest of Mrs. Charles Wrightsman, 2019",London,,http://www.metmuseum.org/art/collection/search/845711,
435325,False,Drawings and Prints,1918.0,Print collection ornament & architecture,"Frieze with a flying female figure amidst rinceaux, from Frises et différents ornements à l'italienne, plate 2, in A Bound Collection of Print Series Including Cheminées et Lambris, Alcoves à la Romaine, Feuillages et autres ornemens..., etc.",,Artist|Publisher|Publisher,Jean Le Pautre|Charles Antoine Jombert|Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, 1712–1784|French, Paris 1634–1716 Paris",1751,1751,"Rogers Fund, 1918",Paris,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/435325,
505461,True,Musical Instruments,1984,Violoncello,Violoncello,French,Maker,Jean Baptiste Vuillaume,"French, Mirecourt 1798–1875 Paris",mid-19th century,1840,"Gift of Dr. Peter Blos, 1984",Paris,Chordophone-Lute-bowed-unfretted,http://www.metmuseum.org/art/collection/search/505461,
643642,False,Drawings and Prints,1948.0,Print,"Legislator in profile, bound in L'Oeuvre original de Vivant Denon. Collection de eaux-fortes, Volume 2",,Artist|Publisher,baron Dominique Vivant Denon|A. Barrand,"French, Givry 1747–1825 Paris|",1873,1873,"Harris Brisbane Dick Fund, 1948",Paris,Books,http://www.metmuseum.org/art/collection/search/643642,
668768,False,The American Wing,2022.0,Pitcher,Pitcher,American,Manufacturer,New England Pottery Company,1876–1914,ca. 1886–90,1881,"Gift of Robert A. Ellison Jr., 2021",East Boston,,http://www.metmuseum.org/art/collection/search/668768,
344111,True,Drawings and Prints,1926.0,Book,Various Plates of Grotesques from Three Series,,Artist|Publisher|Engraver|Engraver,Cornelis Floris II|Hieronymus Cock|Johannes van Doetecum I|Lucas van Doetecum,"Netherlandish, Antwerp before 1514–1575 Antwerp|Netherlandish, Antwerp ca. 1510–1570 Antwerp|Netherlandish, 1528/32–1605|Netherlandish, active 1554–72, died before 1589",1554–57,1554,"Harris Brisbane Dick Fund, 1926; Harris Brisbane Dick Fund, 1931; Harris Brisbane Dick Fund, 1953; Purchase, Anne and Carl Stern Gift, 1959",Antwerp,Books,http://www.metmuseum.org/art/collection/search/344111,Grotesques|Ornament
371830,False,Drawings and Prints,1941.0,Book,"Architecture, ou, Art de bien bastir de Marc Vitruve Pollion, autheur romain antique; mis de latin en francoys par Ian Martin",,Author|Publisher|Translator|Illustrator|Publisher,Marcus Pollio Vitruvius|Jacque Gazeau|Jean Martin|Jean Goujon|Veuue & Heritiers of Jean Barbé,"Roman, active late 1st century BCE|French, active 16th century|French, died 1553|French, ca. 1510–ca. 1565 Bologna (?)|French",1547,1547,"Bequest of W. Gedney Beatty, 1941",Paris,Books,http://www.metmuseum.org/art/collection/search/371830,
8084,True,The American Wing,1968.0,Table,Table,American,Maker,Léon Marcotte,1824–1887,ca. 1860,1857,"Gift of Mrs. D. Chester Noyes, 1968",New York,,http://www.metmuseum.org/art/collection/search/8084,
687920,False,Drawings and Prints,1922.0,Book ; periodical,"Les Artistes Anciens et Modernes, Volume X",,Artist|Publisher|Artist|Artist|Artist|Artist|Artist|Artist|Artist|Artist|Artist|Artist,Léon Mariani|Bertauts|Eugène Leroux|Adolphe Mouilleron|Célestin Nanteuil|Jules Didier|Alexandre Bida|François-Louis Français|Edouard Bertin|Achille-Louis-Joseph Sirouy|Edmond Hédouin|Henri-Charles-Antoine Baron,"French, active 1860–73| |French, Caen 1807–1863 Paris|French, Paris 1820–1881 Paris|French (born Italy), Rome 1813–1873 Bourron-Marlotte|French, Paris 1831–1914|French, Toulouse 1813–1895 Bühl|French, Plombières-les-Bains 1814–1897 Plombières-les-Bains|French, Paris 1797–1871 Paris|French, Beauvais 1834–1904 Paris|French, Boulogne-sur-Mer 1820–1889 Paris|French, Besançon 1816–1885 Geneva",1848–62,1848,"Museum Accession, transferred from the Library",Paris,Books|Periodicals,http://www.metmuseum.org/art/collection/search/687920,
311552,False,"Arts of Africa, Oceania, and the Americas",1978.0,Spear,Spear,Asmat people,Artist,Jewer,,mid-20th century,1900,"The Michael C. Rockefeller Memorial Collection; Gift of Nelson A. Rockefeller and Mrs. Mary C. Rockefeller, 1965",Omadesep village,Wood-Implements,http://www.metmuseum.org/art/collection/search/311552,Spears
659633,False,Drawings and Prints,1952.0,Print,"Centaures D'aprés un Basrelief antique, from Les Plus Beaux Monuments de Rome Ancienne ou Recueil des plus beaux Morceaux de l'Antiquité Romaine qui existent encore",,Artist|Publisher|Printer,Jean Barbault|Bouchard & Gravier|Giunchi Heritiers de Komarek,"French, Viarmes 1718–1762 Rome|Rome|",1761,1761,"Rogers Fund, 1952",Rome,Prints,http://www.metmuseum.org/art/collection/search/659633,
32217,True,Arms and Armor,1932.0,Waist lame,Waist Lame,"German, Landshut",Armorer|Armorer,Wolfgang Grosschedel|Franz Grosschedel,"German, Landshut, active ca. 1517–62|German, Landshut, recorded 1555–79",ca. 1555–60,1530,"Rogers Fund, 1932",Landshut,Armor Parts,http://www.metmuseum.org/art/collection/search/32217,
2851,False,The American Wing,1948.0,Cup and saucer,Cup and Saucer,German,Maker,Koenigliche Porzellan Manufaktur,"German, founded 1763",ca. 1844–47,1841,"Bequest of Adeline R. Brown, 1947",Berlin,,http://www.metmuseum.org/art/collection/search/2851,
9335,True,The American Wing,1969.0,Vase,Vase,American,Manufacturer|Maker,Grueby Faience Company|Ruth Erikson (working 1899 - 1910),1894–ca. 1911|active 1899–1910,1899–1910,1899,"Purchase, The Edgar J. Kaufmann Foundation Gift, 1969",Boston,,http://www.metmuseum.org/art/collection/search/9335,
427900,False,Drawings and Prints,1961.0,Prints Collection Ornament & Architecture,"Copy of Design for a Vase with Britannia, from Vasses de la Maison Royalle de L'oo",,Artist|Publisher,Daniel Marot the Elder|Benthemensus,"French, Paris 1661–1752 The Hague|",after 1703,1703,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1961",Amsterdam,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/427900,
247,True,The American Wing,1968.0,Armchair,Armchair,American,Maker,John Jelliff,1813–1893,1868–70,1868,"Gift of Josephine M. Fiala, 1968",Newark,,http://www.metmuseum.org/art/collection/search/247,
3520,True,The American Wing,1946.0,Egg cup,Egg Cup,American,Maker,Adams and Company,,1870–80,1870,"Gift of Mrs. Emily Winthrop Miles, 1946",Pittsburgh,,http://www.metmuseum.org/art/collection/search/3520,
889362,false,The Libraries,,,Never forget / Yéil Ya-Tseen = Nicholas Galanin,,Publisher|Artist,Minor Matters Books|Nicholas Galanin,"|Tlingit and Unangax̂born, born Sitka, Alaska, 1979",2021,2021,,Seattle,,http://www.metmuseum.org/art/collection/search/889362,
478980,True,Medieval Art,1949.0,Plaque,Plaque with the Crucifixion,French,Artist,Nardon Pénicaud,"French, 1470–1542/43",late 15th–early 16th century,1475,"The Jules Bache S. Bache Collection, 1949",Limoges,Enamels-Painted,http://www.metmuseum.org/art/collection/search/478980,Christ|Crucifixion|Horses
373627,False,Drawings and Prints,1941.0,Book,L'architecture de Vitruve,,Translator|Publisher|Author,Charles L. Maufras|Charles Louis Fleury Panckoucke|Marcus Pollio Vitruvius,"French|French, 1780–1844|Roman, active late 1st century BCE",1847,1847,"Bequest of W. Gedney Beatty, 1941",Paris,Books,http://www.metmuseum.org/art/collection/search/373627,
659616,False,Drawings and Prints,1918.0,Books Prints Ornament & Architecture,"Esemplario di Lauori..., page 23 (recto)",,Designer|Publisher,Florio Vavassore|Giovanni Andrea Vavassore,"Italian, active 16th century|Italian, active Venice 1530–1573","August 1, 1532",1532,"Rogers Fund, 1918",Venice,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/659616,
742605,False,Drawings and Prints,2016.0,Book Ornament & Architecture,"The Twenty Styles of Architecture, Illustrated by Plates of the Finest Edifices of the World",,Author,Wallace Wood,"American, active second half 19th century",1881,1881,"Gift of Morrison Heckscher, 2016",London,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/742605,
787698,True,Drawings and Prints,1959.0,Print,A Bonnet Shop,,Artist|Publisher,Thomas Rowlandson|Thomas Tegg,"British, London 1757–1827 London|British, London 1776–1846 London","May 15, 1810",1810,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",London,Prints,http://www.metmuseum.org/art/collection/search/787698,Satire|Men|Women
716894,False,The American Wing,2019.0,Vase,Covered vase on stand with teasel,American,Maker,Adelaide Alsop Robineau,"American, Middletown, Connecticut, 1865–1929 Syracuse, New York",1912,1912,"Gift of Martin Eidelberg, 2019",Syracuse,,http://www.metmuseum.org/art/collection/search/716894,
894673,False,Drawings and Prints,1924,Print,The Unlucky Loss of the French Warships Quebec and Surveillant – Etat Malheureux du Quebeck et Surveillant Vais de Guerre,,Artist|Engraver,Richard Paton|Balthasar Friedrich Leizel,"British, 1717–1791|German, active 1751–1800",ca. 1779,1774,"Gift of Charles Allen Munn, 1924",Augsburg,Prints,http://www.metmuseum.org/art/collection/search/894673,
344637,False,Drawings and Prints,1941.0,Book ; Ornament and architecture,I dieci libri de l'architettura di Leon Battista de gli Alberti Fiorentino,,Author|Publisher|Translator|Dedicatee,Leon Battista Alberti|Vincenzo Vaugris|Pietro Lauro|Bonifacio Bevilacqua,"Italian, Genoa 1404–1472 Rome| |Italian, ca. 1510–ca. 1568|Italian",1546,1546,"Bequest of W. Gedney Beatty, 1941",Venice,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/344637,
1336,True,The American Wing,1910.0,Candlestick,Candlestick,American,Maker,United States Pottery Company,1852–58,1849–58,1849,"Gift of Mrs. Russell Sage, 1910",Bennington,,http://www.metmuseum.org/art/collection/search/1336,
640289,False,Drawings and Prints,1948.0,Print,"Man blowing on charcoal, bound in L'Oeuvre original de Vivant Denon. Collection de eaux-fortes, Volume 1",,Artist|Publisher|Artist,baron Dominique Vivant Denon|A. Barrand|Giulio Clovio,"French, Givry 1747–1825 Paris| |Italian, Brizane 1498–1578 Rome",1873,1873,"Harris Brisbane Dick Fund, 1948",Paris,Books,http://www.metmuseum.org/art/collection/search/640289,
431784,False,Drawings and Prints,1933.0,Print collection ornament & architecture,"A grotto of arcades topped with a terrace, from Grottes et fontaines de jardins à l'italienne, plate 4, bound in Oeuvres. Vol. II",,Artist|Publisher,Jean Le Pautre|Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",17th century,1633,"Harris Brisbane Dick Fund, 1933",Paris,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/431784,
344938,False,Drawings and Prints,1986.0,Book,Fairy Tales,,Editor|Author|Illustrator|Printer|Publisher,Arthur Rackham|Hans Christian Andersen|Arthur Rackham|R. & R. Clark|George G. Harrap & Co. Ltd.,"British, London 1867–1939 Limpsfield, Surrey|Danish, Odense 1805–1875 Copenhagen|British, London 1867–1939 Limpsfield, Surrey|Edinburgh|London",1932,1932,"Gift of Estate of Jane Erdmann Whitney, 1986",London,Books,http://www.metmuseum.org/art/collection/search/344938,
351556,False,Drawings and Prints,1952.0,Book ; facsimile,"The Cabinet-Maker and Upholsterer's Guide; Or, Repository of Designs for Every Article of Household Furniture",,Author|Printer|Publisher,"A. Hepplewhite & Co.|B. T. Batsford, Ltd.|I. & J. Taylor","British, 18th century|British, founded London 1843|London",1897 [copy of 1794 original],1794,"Rogers Fund, 1952",London,Books,http://www.metmuseum.org/art/collection/search/351556,
661158,True,Drawings and Prints,1953.0,Books Prints Ornament & Architecture,"Prima parte de' fiori, page 12 (recto)",,Author|Printer|Publisher,Giovanni Battista Ciotti|Nicolo Moretti|Francesco de' Franceschi,"Italian, born Siena, ca. 1560| |Italian, active 16th century",1591,1591,"Gift of Mary M. Greenwood, in memory of Eliza Rudd Greenwood, 1953",Venice,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/661158,Ornament
430672,True,Drawings and Prints,1963.0,Print,"Recto of Sheet with The Clothing of the Elect, from The Apocalypse",,Artist|Publisher,Hans Burgkmair|Silvan Otmar,"German, Augsburg 1473–1531 Augsburg|German, active Augsburg, 1513–40",1523–24,1523,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1963",Augsburg,Prints,http://www.metmuseum.org/art/collection/search/430672,Apocalypse
341780,True,Drawings and Prints,1945.0,Book,"Pompa Introitus Honori .. Ferdinandi Austriaci ... "" (Entry of Cardinal-Infante Ferdinand into Antwerp, April 17, 1635)",,Author|Designer|Engraver|Etcher|Publisher,Jan Caspar Gevaerts|Peter Paul Rubens|Jacob Neeffs|Theodoor van Thulden|Theodoor van Thulden,"Flemish, 1593–1666|Flemish, Siegen 1577–1640 Antwerp|Flemish, Antwerp 1610–after 1660 Antwerp|Flemish, 's-Hertogenbosch 1606–1669 's-Hertogenbosch|Flemish, 's-Hertogenbosch 1606–1669 's-Hertogenbosch",1642,1642,"Harris Brisbane Dick Fund, 1945","Antwerp, n.d.",Books,http://www.metmuseum.org/art/collection/search/341780,Soldiers|Men|Women|Dragons|Horses
311449,False,"Arts of Africa, Oceania, and the Americas",1978.0,Drum,Drum,Asmat people,Artist,Danaskat,,mid-20th century,1900,"The Michael C. Rockefeller Memorial Collection; Gift of Nelson A. Rockefeller and Mrs. Mary C. Rockefeller, 1965",Omadesep village,Wood-Musical Instruments,http://www.metmuseum.org/art/collection/search/311449,
4092,True,The American Wing,1968.0,Goblet,Goblet,American,Maker,New England Glass Company,"American, East Cambridge, Massachusetts, 1818–1888",1855–70,1855,"Gift of Stuart P. Feld, 1968",East Cambridge,,http://www.metmuseum.org/art/collection/search/4092,
503615,True,Musical Instruments,2003,Bassoon,Bassoon,Italian,Maker,Giosue Esposito,"Naples, active late 19th century",1881,1881,"Purchase, Clara Mertens Bequest, in memory of André Mertens, 2003",Naples,Aerophone-Reed Vibrated-double reed,http://www.metmuseum.org/art/collection/search/503615,
433120,False,Drawings and Prints,1949.0,Print,"A soldier molding the match into the right shape, from the Musketeers series, plate 9, in Waffenhandlung von den Rören Musquetten undt Spiessen / Wapenhandelinghe van Roers Musquetten ende Spiessen (The Exercise of Arms)",,Artist|Artist|Artist,Jacques de Gheyn II|Jacques de Gheyn II|Robert Willemsz de Baudous,"Netherlandish, Antwerp 1565–1629 The Hague|Netherlandish, Antwerp 1565–1629 The Hague|Netherlandish, 1574/5–1659",published 1608,1608,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1949",The Hague,Prints,http://www.metmuseum.org/art/collection/search/433120,
4444,False,The American Wing,1962.0,Inkwell,Inkwell,American,Designer|Maker,Louis C. Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32",ca. 1910–20,1907,"Gift of Mrs. H. S. Mesick, 1962",New York,,http://www.metmuseum.org/art/collection/search/4444,
622970,False,Drawings and Prints,1918.0,Print collection ornament & architecture,"Ceiling decoration with a satyr approaching a sleeping nymph, from Plafonds modernes, plate 5, in A Bound Collection of Print Series Including Cheminées et Lambris, Alcoves à la Romaine, Feuillages et autres ornemens..., etc.",,Artist|Publisher|Publisher,Jean Le Pautre|Charles Antoine Jombert|Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, 1712–1784|French, Paris 1634–1716 Paris",1751,1751,"Rogers Fund, 1918",Paris,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/622970,
390524,True,Drawings and Prints,1920.0,Drawing Ornament and Architecture,"Frames for Marble Slabs, in Chippendale Drawings, Vol. I",,Artist,Thomas Chippendale,"British, baptised Otley, West Yorkshire 1718–1779 London",1760,1760,"Rogers Fund, 1920",London,Drawings|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/390524,Ornament
351725,False,Drawings and Prints,1922.0,Book,Plusieurs Models...en l'Art d'Arquebuzerie...,,Engraver|Designer|Designer,C. Jacquinet|Thuraine|Le Hollandois,"French, Paris, active mid-17th century|French, Paris, active mid-17th century|French, Paris, active mid-17th century",1660,1660,"Rogers Fund, 1922",Paris,Books,http://www.metmuseum.org/art/collection/search/351725,
5891,True,The American Wing,1946.0,Pitcher,Pitcher,American,Maker,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",1883–90,1883,"Gift of Mrs. Emily Winthrop Miles, 1946",Sandwich,,http://www.metmuseum.org/art/collection/search/5891,
19915,False,The American Wing,2018.0,Vase,Vase,American,Maker,Frederick E. Walrath,1870–1921,ca. 1908–15,1905,"Gift of Robert A. Ellison Jr., 2018",Rochester,,http://www.metmuseum.org/art/collection/search/19915,
