Object ID,Is Public Domain,Department,AccessionYear,Object Name,Title,Culture,Artist Role,Artist Display Name,Artist Display Bio,Object Date,Object Begin Date,Credit Line,City,Classification,Link Resource,Tags
346688,False,Drawings and Prints,1957.0,Book,"Graphic Illustrations with Historical Descriptive Accounts of Toddington, Gloucestershire, The Seat of the Lord Sudley",,Author|Artist,John Britton|R. Kitton,"British, Kington St. Michael, 1771–1857 London (?)|British, active 1840",1840,1840,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1957",London,Books,http://www.metmuseum.org/art/collection/search/346688,
431118,False,Drawings and Prints,1933.0,Print collection ornament & architecture,"Ceiling decoration with a central square flanked by olive branches, from Desseins de Plaphons, plate 3, bound in Oeuvres. Vol. I",,Artist|Publisher,Jean Le Pautre|Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",17th century,1633,"Harris Brisbane Dick Fund, 1933",Paris,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/431118,
431525,False,Drawings and Prints,1933.0,Print collection ornament & architecture,"Chapel enclosure with an open door and Capuchin friar at left, from Clôtures de chapelles, plate 5, bound in Oeuvres. Vol. II",,Artist|Publisher,Jean Le Pautre|Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",17th century,1633,"Harris Brisbane Dick Fund, 1933",Paris,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/431525,
19007,False,The American Wing,2014.0,Armchair,Armchair,American,Maker,Gustav Stickley,"American, Osceola, Wisconsin 1858–1942 Syracuse, New York",ca. 1903,1898,"Gift of Leeds Art Foundation, in honor of Morrison H. Heckscher, 2014",Eastwood,,http://www.metmuseum.org/art/collection/search/19007,
376251,False,Drawings and Prints,1962.0,Print,"Saint John the Evangelist; head and shoulders, writing with a quill; from the series of The Holy Family and Apostles after Giovanni Battista Piazzetta",,Artist|Artist,Marco Alvise Pitteri|Giovanni Battista Piazzetta,"Italian, Venice 1702–1786 Venice|Italian, Venice 1682–1754 Venice",ca. 1730–86,1727,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1962",Venice,Prints,http://www.metmuseum.org/art/collection/search/376251,
354352,False,Drawings and Prints,1921.0,Book,Musaei Iovani Imagines Artifice manu ad vivum  expressae,,Author|Printer|Draftsman,Theobaldus Müller|Peter Perna|Tobias Stimmer,"|1522–1582|Swiss, Schaffhausen 1539–1584 Strasbourg",March 1577,1577,"Rogers Fund, transferred from the Library",Basel,Books,http://www.metmuseum.org/art/collection/search/354352,
4796,True,The American Wing,1941.0,Figure,Standing lion,American,Designer|Manufacturer|Manufacturer,"Daniel Greatbatch|Lyman, Fenton & Co.|United States Pottery Company",active 1838–ca. 1861|1849–52|1852–58,1849–52,1849,"Rogers Fund, 1941",Bennington,,http://www.metmuseum.org/art/collection/search/4796,Lions
698683,False,The American Wing,2015.0,Vase,Vase with mistletoe,American,Maker|Designer|Manufacturer,Yosakichi Asano|Artus Van Briggle|Van Briggle Pottery Company,"Japanese, active United States 1894 – ca. 1904.|American, Felicity, Ohio 1869–1904 Colorado Springs, Colorado|1901–present",1904,1904,"Gift of Martin Eidelberg, 2015",Colorado Springs,,http://www.metmuseum.org/art/collection/search/698683,
347044,False,Drawings and Prints,1976.0,Book,The Best of H.T. Webster--A Memorial Collection,,Author|Designer|Publisher|Author,Philo Clarke Calhoun|Harold Tucker Webster|Simon & Schuster|Robert E. Sherwood,"American, 1889–1947|American, Parkersville, West Virginia, 1885–1952|New York, NY|American, New Rochelle, New York 1896–1955 New York",1953,1953,"Gift of A. Hyatt Mayor, 1976",New York,Books,http://www.metmuseum.org/art/collection/search/347044,
32380,False,Arms and Armor,1931.0,Powder flask,Powder Flask,"British, probably London; spout, Sheffield",Silversmith,James Dixon & Sons,"British, founded Sheffield, 1806","flask, before 1801; spout, after 1835",1750,"Gift of Mrs. Edward S. Harkness, 1931",probably London,Firearms Accessories-Powder Horns,http://www.metmuseum.org/art/collection/search/32380,
355220,True,Drawings and Prints,1924.0,Book,Pennsylvania Magazine or American Monthly Museum,,Engraver|Engraver|Engraver|Engraver|Publisher|Engraver|Artist,James Poupard|Caleb Lownes|Christopher Tully|James Smither|Robert Aitken|Robert Aitken|Pierre Eugène du Simitière,"American, 18th century|American, ca. 1754–ca. 1828|American, 18th century|American (born England), 1741–1797 Philadelphia, Pennsylvania|American (born Scotland), Dalkeith 1735–1802 Philadelphia, Pennsylvania|American (born Scotland), Dalkeith 1735–1802 Philadelphia, Pennsylvania|American (born Switzerland), Geneva 1737–1784 Philadelphia, Pennsylvania",January–December 1775,1775,"Bequest of Charles Allen Munn, 1924",Philadelphia,Books,http://www.metmuseum.org/art/collection/search/355220,Houses|Trees|Ships|Horses
9575,False,The American Wing,1968.0,Vase,Vase,British (American market),Designer|Manufacturer,Marc-Louis Emanuel Solon|Minton and Company,1835–1913|1793–present,1870,1870,"Gift of Mrs. D. Chester Noyes, 1968",Stoke-on-Trent,,http://www.metmuseum.org/art/collection/search/9575,Bow and Arrow|Children|Women|Fishing
447798,true,Islamic Art,1925.0,Illustrated single work,The Old man and the Youth,,Calligrapher|Artist,Nur al-Din Muhammad Lahiji|Riza-yi 'Abbasi,"|Iranian, ca. 1565–d. 1635",second quarter 17th century,1625,"Fletcher Fund, 1925",Isfahan,Codices,http://www.metmuseum.org/art/collection/search/447798,Men
366269,False,Drawings and Prints,1941.0,Book ; Ornament and architecture,Architecttura con il suo co[m]mento et figure Vitruvio in volgar lingua raportato per M. Gianbatista Caporali di Perugia,,Author|Translator|Publisher,Marcus Pollio Vitruvius|Giovanni Battista Caporali|Giano Bigazzini,"Roman, active late 1st century BCE|Italian, 1476–1560|",1536,1536,"Bequest of W. Gedney Beatty, 1941",Perugia,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/366269,
9772,False,The American Wing,1946.0,Water pitcher,Water Pitcher,American,Maker,"Bakewell, Pears and Company",1836–1882,1850–70,1850,"Gift of Mrs. Emily Winthrop Miles, 1946",Pittsburgh,,http://www.metmuseum.org/art/collection/search/9772,
727951,False,Drawings and Prints,1991.0,Book Prints Ornament & Architecture,"Fleurs (Flowers), Plate 25",,Printer|Designer|Publisher,"G. Kadar|Serge Gladky|Editions ""Synth""","|French, active 1920–30s|",1929,1929,"Jane E. Andrews Fund, in memory of William Loring Andrews, 1943, transfered from the Library (1991.1073.124)",Paris,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/727951,
334055,False,Drawings and Prints,1939.0,Book ; Ornament and architecture,Art Furniture,,Publisher|Lithographer|Manufacturer|Illustrator|Illustrator|Dedicatee|Designer,"B. T. Batsford, Ltd.|Thomas Way|William Watt|Theodore Howard|Maurice Bingham Adams|Princess Louise, Duchess of Argyll|Edward William Godwin","British, founded London 1843|British, London 1837–1915 London|London|British, active 19th century|British, Lewes, Sussex 1849–1933 Brentford, Middlesex|British, London 1848–1939 London|British, Bristol 1833–1886 London",1877,1877,"Harris Brisbane Dick Fund, 1939",London,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/334055,Screens|Chairs|Mirrors
349812,False,Drawings and Prints,1967.0,Book,Fables,,Lithographer|Publisher|Author,G. Chopard|Gonin & Cie.|Jean Pierre Claris de Florian,"| |French, 1775–1814 Seaux",1937,1937,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1967",Lausanne,Books,http://www.metmuseum.org/art/collection/search/349812,
347247,True,Drawings and Prints,1920.0,Book,Recueil d'Ornemens A l'Usage des Jeunes Artistes qui se destinent à la décoration des bâtimens,,Artist and publisher|Etcher|Etcher|Engraver|Engraver|Etcher|Engraver|Engraver|Engraver|Dedicatee,Gilles Paul Cauvet|Simon Charles Miger|Hemery|Jacques Le Roy|Pietro Antonio Martini|Françoise Charlotte Liottier|Petit|Pierre Viel|Mme. Darby|Louis Stanislas Xavier de Bourbon,"French, Aix 1731–1788 Paris|French, Nemours 1736–1820 Paris|French, 18th century|French|Italian, Trescali 1738–1797 Parma|French|French|French, Paris 1755–1810 Paris|French|French, Versailles 1755–1824 Paris",1777,1777,"Rogers Fund, 1920",Paris,Books,http://www.metmuseum.org/art/collection/search/347247,Garlands|Ornament|Female Nudes|Vases
431713,False,Drawings and Prints,1933.0,Print collection ornament & architecture,"Fountain formed by three tritons, from Jets d'eau, plate 1, bound in Oeuvres. Vol. II",,Artist|Publisher,Jean Le Pautre|Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",17th century,1633,"Harris Brisbane Dick Fund, 1933",Paris,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/431713,
351685,False,Drawings and Prints,1963.0,Book,Im Kranze des Jahres. Ein Gedenk= und Gedichtbuch fürs Haus,,Illustrator|Publisher|Printer,Julius Höppner|Arnoldische Buchhandlung|Giesecke & Devrient,"German, Lichtenberg, Saxony 1839–1893 Dresden| |German",ca. 1877–90,1872,"Gift of Robert H. Roth, 1963",Leipzig,Books,http://www.metmuseum.org/art/collection/search/351685,
350505,False,Drawings and Prints,1941.0,Book,"Gift For All Seasons, A Juvenile Annual",,Publisher|Artist and engraver|Illustrator,Henry F. Anners|John Sartain|P. A. Woolnoth,"Philadelphia, Pennsylvania|American (born London, England) 1808–1897 Philadelphia, Pennsylvania|19th century",1844,1844,"Anonymous Gift, 1941",Philadelphia,Books,http://www.metmuseum.org/art/collection/search/350505,
346413,False,Drawings and Prints,1947.0,Book,Chiron Achillis,,Designer,G. Francesco Bonomi,,1661,1661,"Harris Brisbane Dick Fund, 1947",Bologna,Books,http://www.metmuseum.org/art/collection/search/346413,
344786,False,Drawings and Prints,1954.0,Book,"The Alphabetical Drawing Book, and Pictorial Natural History of Quadrupeds",,Printer|Publisher,Henry R. Robinson|Wiley & Putnam,"American, died 1850|New York",1847,1847,"Harris Brisbane Dick Fund, 1954",New York,Books,http://www.metmuseum.org/art/collection/search/344786,
746855,False,Drawings and Prints,1944.0,Book Print Ornament & Architecture,Printed papers with abstract designs of different colors,,Editor,Fleury Chavant,"French, 19th century",[after 1844],1844,"Gift of Edith P. Blase, 1944",Paris,Books|Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/746855,
2116,True,The American Wing,1969.0,Coffee cup and saucer,Coffee Cup and Saucer,American,Maker,Union Porcelain Works,1863–1922,1885,1885,"Gift of Mr. and Mrs. Franklin Chace, 1969",Brooklyn,,http://www.metmuseum.org/art/collection/search/2116,
453673,true,Islamic Art,1999.0,Illustrated manuscript,Nan va Halva (Breads and Sweets),,Author,Muhammad Baha' al-Din al-'Amili,"Iranian, born Syria, Baalbek 1547–1621 Isfahan",ca. 1690,1665,"Purchase, Friends of Islamic Art Gifts, 1999",Aurangabad,Codices,http://www.metmuseum.org/art/collection/search/453673,Birds|Men|Dogs
505376,True,Musical Instruments,1889,Glassichord,Glassichord,Austrian?,Maker,F J Lendel,Austrian,late 18th–early 19th century,1798,"The Crosby Brown Collection of Musical Instruments, 1889",Vienna?,Idiophone-Struck-bar-glass,http://www.metmuseum.org/art/collection/search/505376,
20339,True,The American Wing,2018.0,Pilgrim flask,Pilgrim flask,American,Artist|Manufacturer,Hugh C. Robertson|Chelsea Keramic Art Works,1844–1908|1872–1889,ca. 1878–80,1875,"Gift of Robert A. Ellison Jr., 2018",Chelsea,,http://www.metmuseum.org/art/collection/search/20339,
348732,False,Drawings and Prints,1942.0,Book ; ornament and architecture,"A Book of Cyphers Shewing Great Variety, Neatly Contriv'd and Compos'd...",,Designer,H. Dod,"British, active early 18th century",ca. 1710,1705,"Harris Brisbane Dick Fund, 1942",London,Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/348732,
348270,False,Drawings and Prints,1965.0,Book,Denkmale einer sehr ausgebildeten Holzbaukunst aus den frühesten Jahrhunderten in den innern Landschaften Norwegens,,Author,Johan Christian Dahl,"Norwegian, Bergen 1788–1857 Dresden",1837,1837,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1965",Dresden,Books,http://www.metmuseum.org/art/collection/search/348270,
20894,False,The American Wing,2011.0,Vase,Vase,American,Maker|Designer,Herbert Taylor|Arthur J. Stone,1892–1942|1847–1938,1915,1915,"Purchase, Acquisitions Fund; Page and Otto Marx Jr. Foundation and Cranshaw Corporation Gifts, 2011",Gardner,,http://www.metmuseum.org/art/collection/search/20894,
716874,False,The American Wing,2020.0,Vase,Della Robbia vase with daffodils,American,Manufacturer|Designer|Decorator,Roseville Pottery|Frederick Hurten Rhead|W. Meyers,"1892–1954|American (born England), Hanley, Stoke-on-Trent 1880–1942 New York|",1906–8,1906,"Gift of Martin Eidelberg, 2020",Zanesville,,http://www.metmuseum.org/art/collection/search/716874,
455056,true,Islamic Art,1913.0,Folio from an illustrated manuscript,"""Bahram Gur's Skill with the Bow"", Folio 17v from a Haft Paikar (Seven Portraits) of the Khamsa (Quintet) of Nizami of Ganja",,Author|Calligrapher,Nizami|Maulana Azhar,"present-day Azerbaijan, Ganja 1141–1209 Ganja|died 1475/76",ca. 1430,1405,"Gift of Alexander Smith Cochran, 1913",Herat,Codices,http://www.metmuseum.org/art/collection/search/455056,Horses|Bow and Arrow|Men|Hunting|Deer
8327,True,The American Wing,1912.0,Teapot,Teapot,British (American market),Maker,John Rogers & Son,active ca. 1815–42,ca. 1823–ca. 1842,1820,"Gift of Mrs. Abraham Lansing, 1912",Stoke-on-Trent,,http://www.metmuseum.org/art/collection/search/8327,Eagles
14002,true,The American Wing,1928.0,Sample,Apple-blossom textile,American,Manufacturer|Designer,Cheney Brothers|Associated Artists,"American, 1838–1955|1883–1907",1883–1900,1883,"Gift of Mrs. Boudinot Keith, 1928",South Manchester,,http://www.metmuseum.org/art/collection/search/14002,Flowers
789012,True,Drawings and Prints,1917.0,Print,"Plate 38, from ""World in Miniature""",,Artist|Publisher,"Thomas Rowlandson|Rudolph Ackermann, London","British, London 1757–1827 London|British, active 1794–1829",1816,1816,"Rogers Fund, 1917",London,Prints,http://www.metmuseum.org/art/collection/search/789012,Interiors|Churches|Men|Women
343708,False,Drawings and Prints,1929.0,Book,Neue jnvention oder entwurff von Schnupftoback Dosen,,Publisher|Artist,"Christoph Weigel|Anonymous, German, late 17th to early 18th century","German, Redwitz 1654–1725 Nuremberg|",ca. 1700,1690,"Harris Brisbane Dick Fund, 1929",[Nuremberg],Books|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/343708,
347114,False,Drawings and Prints,1966.0,Book,"Catalogue (Third Issue), Importations of decorative Arts",,Author,"Carbone, Inc.","Boston, Massachusetts",1927,1927,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1966",Boston,Books,http://www.metmuseum.org/art/collection/search/347114,
502639,False,Musical Instruments,1889,Tenor Slide Trombone,Tenor Slide Trombone,American,Maker,"C. A. Zoebisch & Sons, New York",,late 19th century,1867,"The Crosby Brown Collection of Musical Instruments, 1889",New York,Aerophone-Lip Vibrated-trumpet / trombone,http://www.metmuseum.org/art/collection/search/502639,
449535,true,Islamic Art,1938.0,Banner,Inscribed Banner,,Maker,Isma'il Kashani,Iranian,dated A.H. 1107/1695–96 CE,1670,"Rogers Fund, 1938",probably Kashan,Textiles-Woven,http://www.metmuseum.org/art/collection/search/449535,Arabic|Persian|Banners
663782,False,Drawings and Prints,1952.0,Print,"Relief fragment with a reclining figure holding a cornucopia, from Les Plus Beaux Monuments de Rome Ancienne ou Recueil des plus beaux Morceaux de l'Antiquité Romaine qui existent encore",,Artist|Publisher|Printer,Jean Barbault|Bouchard & Gravier|Giunchi Heritiers de Komarek,"French, Viarmes 1718–1762 Rome|Rome|",1761,1761,"Rogers Fund, 1952",Rome,Prints,http://www.metmuseum.org/art/collection/search/663782,
431370,False,Drawings and Prints,1933.0,Print collection ornament & architecture,"Title page with an altar mounted with a statue of Salvator Mundi, from Nouveaux dessins d'autels à la romaine, plate 1, bound in Oeuvres. Vol. II",,Artist|Publisher,Jean Le Pautre|Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",17th century,1633,"Harris Brisbane Dick Fund, 1933",Paris,Prints|Ornament & Architecture,http://www.metmuseum.org/art/collection/search/431370,
6864,True,The American Wing,1883.0,Ring,Ring,British,Maker,William Brown,"British, 1784–1825",1800–30,1800,"Gift of William H. Huntington, 1883",London,,http://www.metmuseum.org/art/collection/search/6864,Profiles|George Washington|Men
640600,False,Drawings and Prints,1948.0,Print,"Fragment of a figure, bound in L'Oeuvre original de Vivant Denon. Collection de eaux-fortes, Volume 1",,Artist|Publisher|Artist,baron Dominique Vivant Denon|A. Barrand|Parmigianino (Girolamo Francesco Maria Mazzola),"French, Givry 1747–1825 Paris| |Italian, Parma 1503–1540 Casalmaggiore",1873,1873,"Harris Brisbane Dick Fund, 1948",Paris,Books,http://www.metmuseum.org/art/collection/search/640600,
1988,True,The American Wing,1910.0,Chest,Chest,American,Artist,the Searle-Dennis shop tradition,,1685–1700,1685,"Gift of Mrs. Russell Sage, 1909",Ipswich,,http://www.metmuseum.org/art/collection/search/1988,
688824,False,Drawings and Prints,1924.0,Book,Title page from Fiori di Ricami (page 12r),,Publisher,Matteo Florimi,"Italian, active Siena, ca. 1581–died 1613",1604,1604,"Harris Brisbane Dick Fund, 1924",Siena,Books,http://www.metmuseum.org/art/collection/search/688824,
347584,False,Drawings and Prints,1967.0,Book,The Grass Mountain Mouse (Sioux series),,Author|Publisher|Author|Illustrator,"Ann Nolan Clark|Branch of Education, United States Bureau of Indian Affairs|Emil Afraid-of-Hawk|Andrew Standing Soldier","American, born 1898| |American, active 1920–1950|American (Dakota Sioux), 20th century",1943,1943,"Gift of Robert Dunnigan, 1967",Lawrence,Books,http://www.metmuseum.org/art/collection/search/347584,
19876,True,The American Wing,2018.0,Vase,Vase,American,Maker,George E. Ohr,"American, Biloxi, Mississippi 1857–1918  Biloxi, Mississippi",ca. 1895–96,1892,"Gift of Robert A. Ellison Jr., 2018",Biloxi,,http://www.metmuseum.org/art/collection/search/19876,
680708,True,The Libraries,2009.0,,Almanach royal : année bissextile M.DCC.LXXXIV. présenté a Sa Majesté pour la premiere fois en 1699 par Laurent d'Houry ...,,Publisher,Laurent Charles d' Houry,"French, 1717?–1786",1783,1783,"Gift of Jayne Wrightsman, 2009",Paris,,http://www.metmuseum.org/art/collection/search/680708,
7557,True,The American Wing,1944.0,Waste Bowl,Slop Bowl,American,Retailer|Maker,"Ball, Tompkins and Black|Charters, Cann & Dunn",active 1839–51|active 1848–1854,1848–51,1848,"Gift of Mr. and Mrs. Henry Mali, 1944",New York,,http://www.metmuseum.org/art/collection/search/7557,
311630,False,"Arts of Africa, Oceania, and the Americas",1978.0,Bowl,Bowl,Asmat people,Artist,Uda,,mid-20th century,1900,"The Michael C. Rockefeller Memorial Collection; Gift of Nelson A. Rockefeller and Mrs. Mary C. Rockefeller, 1965",Tomor (Tjemor) village,Wood-Containers,http://www.metmuseum.org/art/collection/search/311630,Heads
735103,False,Drawings and Prints,1948.0,"Book
Ornament and architecture
Print","View of a Temple, from ""Temples in the Ancient Style""",,Artist,Jacques Androuet Du Cerceau,"French, Paris 1510/12–1585 Annecy",1550,1550,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1948",Paris,Books|Ornament & Architecture|Prints,http://www.metmuseum.org/art/collection/search/735103,
1107,False,The American Wing,1965.0,Brooch,Cameo,American,Maker|Designer,Beth Benton Sutherland|Izabel M. Coles,1898–1972|born ca. 1890,1929,1929,"Gift of Malcolm P. Aldrich, 1965",New York,,http://www.metmuseum.org/art/collection/search/1107,Portraits|Men|Profiles
852664,false,The Libraries,,,Leitmotiv : boletin de hechos & ideas,,Editor|Editor|Artist|Editor|Editor,David Hare|Marcel Duchamp|Roberto Matta|Max Ernst|André Breton,"American, New York 1917–1992 Jackson, Wyoming|American (born France), Blanville 1887–1968 Neuilly-sur-Seine|Chilean, Santiago 1911–2002 Civitavecchia, Italy|French (born Germany), Brühl 1891–1976 Paris|French, Tinchebray 1896–1966 Paris",1942-,1942,Gift of Friends of the Thomas J. Watson Library,Santiago,,http://www.metmuseum.org/art/collection/search/852664,
4123,True,The American Wing,1946.0,Goblet,Goblet,American,Maker,"Challinor, Taylor and Company",1866–1891,1870–90,1870,"Gift of Mrs. Emily Winthrop Miles, 1946",Tarentum,,http://www.metmuseum.org/art/collection/search/4123,
23307,True,Arms and Armor,1929.0,Top lames of vambraces (arm defenses) from a costume armor,Top Lames of Vambraces (Arm Defenses) from a Costume Armor,"German, Augsburg",Armorer,Kolman Helmschmid,"German, Augsburg 1471–1532",ca. 1525,1500,"Bashford Dean Memorial Collection, Funds from various donors, 1929",Augsburg,Armor Parts,http://www.metmuseum.org/art/collection/search/23307,
345941,False,Drawings and Prints,1967.0,Book,Idylles; Romances,,Artist|Publisher,Arnaud Berquin|Ruault,"French, 1747–1791|","1775, 1776",1775,"Gift of Mr. and Mrs. Daniel P. Davison, 1967",Paris,Books,http://www.metmuseum.org/art/collection/search/345941,
349010,False,Drawings and Prints,1952.0,Book,"Society Pictures...selected from ""Punch""",,Artist|Publisher,"George Du Maurier|Bradbury, Agnew, & Co.","British, Paris 1834–1896 London|London",[1890–91],1890,"Gift of the Estate of Mrs. Edward Robinson, 1952",London,Books,http://www.metmuseum.org/art/collection/search/349010,
642873,False,"Arts of Africa, Oceania, and the Americas",2014.0,Cloth,Bogolanfini Display Cloth,Bamana peoples,Artist,Gneli Traoré,"Malian, ca. 1923–2002",1969,1969,"Gift of Dr. and Mrs. Pascal James Imperato, 2014",Beledougou,Textiles-Dyed,http://www.metmuseum.org/art/collection/search/642873,
491193,False,Modern and Contemporary Art,1943,Textile sample,Sample,American,Maker|Maker,Louis A. Stirn|Edmund A. Stirn,"American (born Germany), Frankfurt-am-Main 1863–1962 Staten Island, New York|American (born Germany ?), 1868– (?)",1925,1925,"Gift of Miss M. K. Overbeck, 1943",New York,Textiles-Printed,http://www.metmuseum.org/art/collection/search/491193,
345417,False,Drawings and Prints,1924.0,Book,Interesting Events in the History of the United States,,Author,John Warner Barber,"American, Windsor, Connecticut 1798–1885 New Haven, Connecticut",1829,1829,"Bequest of Charles Allen Munn, 1924",New Haven,Books,http://www.metmuseum.org/art/collection/search/345417,
19001,True,The American Wing,2005.0,Honey pot,Covered honey pot,American,Manufacturer,Ott and Brewer,"American, Trenton, New Jersey, 1871–1893",1882–90,1882,"Purchase, The Lucy Washington and Renwick Clifton Hurry Fund Gift, 2005",Trenton,,http://www.metmuseum.org/art/collection/search/19001,Plants|Insects
715540,False,The American Wing,2020.0,Vase,Vase,American,Maker,Frederick E. Walrath,1870–1921,1905,1905,"Gift of Martin Eidelberg, 2020",Rochester,,http://www.metmuseum.org/art/collection/search/715540,
4704,True,The American Wing,1946.0,Lamp,Lamp,American,Maker,Adams and Company,,1870–80,1870,"Gift of Mrs. Emily Winthrop Miles, 1946",Pittsburgh,,http://www.metmuseum.org/art/collection/search/4704,
348188,False,Drawings and Prints,1957.0,Book,Wanderings and Pencillings amongst Ruins of the Olden Time,,Publisher|Draftsman|Printer,Nattali and Bond|George Cuitt the Younger|Crossley & Clarke,"London|British, baptized Richmond, Yorkshire 1779–1854 Masham|Leicester",1855,1855,"Gift of Mrs. Edwin H. Denby, 1957",London,Books,http://www.metmuseum.org/art/collection/search/348188,
13998,True,The American Wing,1928.0,Sample,Ivy textile,American,Designer,Associated Artists,1883–1907,1883–1900,1883,"Gift of Mrs. Boudinot Keith, 1928",New York,,http://www.metmuseum.org/art/collection/search/13998,Leaves|Vines
312016,False,"Arts of Africa, Oceania, and the Americas",1978.0,Bark painting,Painting from a Ceremonial House Ceiling,Kwoma,Artist|Artist,"Artists of Mariwai Village|Abwiyeti, Wanyi",|,1970,1970,"The Michael C. Rockefeller Memorial Collection, Purchase, Mrs. Gertrud A. Mellon Gift, and Mr. and Mrs. Alan Brandt Gift, in memory of Jacob J. Brandt, 1974",Mariwai village,Bark-Paintings,http://www.metmuseum.org/art/collection/search/312016,
872021,false,The Libraries,,,Afloat and ashore on the Mediterranean,,Publisher|Artist,Charles Scribner's Sons|Margaret Neilson Armstrong,"|American, New York 1867–1944 New York",1892,1892,,New York,,http://www.metmuseum.org/art/collection/search/872021,
427327,True,Drawings and Prints,1959.0,Print,"After a Long Seige, Francesco I d'Este, with the Aid of the French Army, Takes Valencia, from L'Idea di un Principe ed Eroe Cristiano in Francesco I d'Este, di Modena e Reggio Duca VIII [...]",,Artist|Author,Bartolomeo Fenice (Fénis)|Domenico Gamberti,|,1659,1659,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",Modena,Prints,http://www.metmuseum.org/art/collection/search/427327,Cities|Army|Horses
347567,False,Drawings and Prints,1950.0,Book,Silhouettes. Second Series,,Publisher,Estes and Lauriat,"Boston, Massachusetts",1878,1878,"The Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse, 1950",Boston,Books,http://www.metmuseum.org/art/collection/search/347567,
20750,True,The American Wing,2011.0,Tankard,Tankard,American,Maker,Chesapeake Pottery,"Baltimore, Maryland, 1882–1914",ca. 1883–85,1878,"Gift of Emma and Jay Lewis, 2011",Baltimore,,http://www.metmuseum.org/art/collection/search/20750,
1026,False,The American Wing,1953.0,Brooch,Brooch,American,Maker,Tiffany & Co.,1837–present,ca. 1910,1907,"Gift of Susan Dwight Bliss, 1953",New York,,http://www.metmuseum.org/art/collection/search/1026,
343874,False,Drawings and Prints,1947.0,Book,Gründliche Anweisung zu richtichen Entwürffen und zierlichen Auszeichnungen der Blmen Denen Liebhabern der Zeichen-Kunst mitgetheilet,,Artist|Publisher,Johann Daniel Preissler|Johann Daniel Preissler,"German, Nuremberg 1666–1737 Nuremberg|German, Nuremberg 1666–1737 Nuremberg",before 1737,1720,"Harris Brisbane Dick Fund, 1947",Nuremberg,Books,http://www.metmuseum.org/art/collection/search/343874,
659703,False,Drawings and Prints,1952.0,Print,"Biges et Quadriges telles quelles couroient dans le Cirque, from Les Plus Beaux Monuments de Rome Ancienne ou Recueil des plus beaux Morceaux de l'Antiquité Romaine qui existent encore",,Artist|Publisher|Printer,Jean Barbault|Bouchard & Gravier|Giunchi Heritiers de Komarek,"French, Viarmes 1718–1762 Rome|Rome|",1761,1761,"Rogers Fund, 1952",Rome,Prints,http://www.metmuseum.org/art/collection/search/659703,
358018,False,Drawings and Prints,1970.0,Book,Album de Fleuriste,,Designer|Publisher,James Tissot|MM. Tissot & Cie.,"French, Nantes 1836–1902 Chenecey-Buillon|",1900,1900,"Gift of Lincoln Kirstein, 1970",Paris,Books,http://www.metmuseum.org/art/collection/search/358018,
446544,true,Islamic Art,1913.0,Illustrated manuscript,Illuminated Double Page of a Yusuf and Zulaikha of Jami,,Author,Maulana Nur al-Din `Abd al-Rahman Jami,"Iranian, Jam 1414–92 Herat",ca. 1580,1555,"Gift of Alexander Smith Cochran, 1913",Shiraz,Codices,http://www.metmuseum.org/art/collection/search/446544,
8517,True,The American Wing,1970.0,Tile,Tile,American,Maker,J. and J. G. Low Art Tile Works,"American, Chelsea, Massachusetts, 1877–1903",1881–85,1881,"Funds from various donors, 1970",Chelsea,,http://www.metmuseum.org/art/collection/search/8517,
353443,False,Drawings and Prints,1954.0,Book,Lucas' Progressive Drawing Book,,Publisher,"Fielding Lucas, Jr.","American, Fredericksburg, Virginia 1781–1854 Baltimore, Maryland",[1827],1827,"Harris Brisbane Dick Fund, 1954",Baltimore,Books,http://www.metmuseum.org/art/collection/search/353443,
